DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,76 tỷ",Vinhomes Central Park,70 m²,Chưa bàn giao,"25,14 triệu/m²",2 phòng,,,,,,,
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,68 tỷ",The Botanica,74 m²,Chưa bàn giao,"22,7 triệu/m²",2 phòng,,,,,,,
"Nguyễn Văn Dung, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh","1,63 tỷ",The Splendor,82 m²,Chưa bàn giao,"19,88 triệu/m²",2 phòng,,,,,,,
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,73 tỷ",Căn hộ RichStar,65 m²,Chưa bàn giao,"26,62 triệu/m²",2 phòng,,,,,,,
"Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,43 tỷ",Carillon 3,60 m²,Chưa bàn giao,"23,83 triệu/m²",2 phòng,,,,,,,
"128, Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","1,62 tỷ",Orchard Garden,92 m²,Chưa bàn giao,"17,61 triệu/m²",3 phòng,,,,,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,96 tỷ",Vinhomes Central Park,114 m²,Đã bàn giao,"17,19 triệu/m²",3 phòng,,,,,,,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",6 tỷ,Kingdom 101,78 m²,Đã bàn giao,"76,92 triệu/m²",2 phòng,2 phòng,21,,,,Đông,
"226/51, 226/51 Số 226/51 Đường An Dương Vương, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Phường 16, Quận 8, Tp Hồ Chí Minh","1,85 tỷ",Peridot Building,74 m²,Chưa bàn giao,25 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"360C, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","2,7 tỷ",Chung cư Khánh Hội 1,77 m²,Đã bàn giao,"35,06 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"153 – 161, Lương Nhữ Học, Phường 11, Quận 5, Tp Hồ Chí Minh","3,65 tỷ",Chung cư Sao Mai,95 m²,Đã bàn giao,"38,42 triệu/m²",2 phòng,2 phòng,,,,Đông Bắc,Tây,
"Đường Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,65 tỷ",,66 m²,Chưa bàn giao,25 triệu/m²,2 phòng,1 phòng,,Đã có sổ,,Đông Nam,,
"Số 132, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","2,7 triệu",Masteri Millennium,30 m²,Chưa bàn giao,90.000 đ/m²,1 phòng,1 phòng,6,,,,Tây Nam,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,85 tỷ",Hưng Ngân Garden,68 m²,Đã bàn giao,"27,21 triệu/m²",2 phòng,2 phòng,15,,,Nam,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","5,1 tỷ",Sunrise City,112 m²,Đã bàn giao,"45,54 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,Đông,,
"334, 334 334 Tô Hiến Thành, phường 14, quận 10, Tp.HCM, Phường 14, Quận 10, Tp Hồ Chí Minh","8,4 tỷ",Kingdom 101,102 m²,Chưa bàn giao,"82,35 triệu/m²",3 phòng,2 phòng,,,,,,
"334, 334 334 Tô Hiến Thành, phường 14, quận 10, Tp.HCM, Phường 14, Quận 10, Tp Hồ Chí Minh","3,8 tỷ",Kingdom 101,50 m²,Chưa bàn giao,76 triệu/m²,1 phòng,1 phòng,,,,,,
"334, 334 334 Tô Hiến Thành, phường 14, quận 10, Tp.HCM, Phường 14, Quận 10, Tp Hồ Chí Minh","5,1 tỷ",Kingdom 101,73 m²,Chưa bàn giao,"69,86 triệu/m²",2 phòng,2 phòng,,,,,,
"Đồng Văn Cống, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,65 tỷ",Citi Home,65 m²,Đã bàn giao,"25,38 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,Đông Nam,,
"Đường E, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,95 tỷ",,88 m²,Đã bàn giao,"22,16 triệu/m²",2 phòng,3 phòng,,Đã có sổ,,,,Căn góc
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,Flora Novia,57 m²,Đã bàn giao,"35,09 triệu/m²",2 phòng,1 phòng,,,,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","4,3 tỷ",Vinhomes Central Park,90 m²,Đã bàn giao,"47,78 triệu/m²",2 phòng,2 phòng,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",810 triệu,MT Eastmark City,63 m²,Chưa bàn giao,"12,86 triệu/m²",1 phòng,1 phòng,,,,,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,35 tỷ",Topaz Elite,60.32 m²,Đã bàn giao,"38,96 triệu/m²",2 phòng,2 phòng,19,,,,Đông Bắc,
"13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,38 tỷ",Sài Gòn Intela,50 m²,Đã bàn giao,"27,6 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,285 tỷ",The Origami – Vinhomes Grand Park,30 m²,Đã bàn giao,"42,83 triệu/m²",1 phòng,1 phòng,,,,,,
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,45 tỷ",Dream Home Riverside,57 m²,Chưa bàn giao,"25,44 triệu/m²",2 phòng,2 phòng,9,,,,Tây Bắc,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","5,3 tỷ",Richmond City,86 m²,Đã bàn giao,"61,63 triệu/m²",3 phòng,,,,,,,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,95 tỷ",,59 m²,Đã bàn giao,"66,95 triệu/m²",2 phòng,,,,,,,
"119, 119 Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","1,82 tỷ",Căn hộ 8X Rainbow (Ngọc Đông Dương),64 m²,Đã bàn giao,"28,44 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,35 tỷ",Saigon Riverside Complex Q7,66 m²,Chưa bàn giao,"35,61 triệu/m²",2 phòng,2 phòng,,,,,,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,3 tỷ",Flora Novia,57 m²,Đã bàn giao,"40,35 triệu/m²",2 phòng,2 phòng,,,,,,
"53, Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,85 tỷ",Phú Thạnh Apartment,82 m²,Đã bàn giao,"22,56 triệu/m²",2 phòng,2 phòng,,,,,,
"Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,15 tỷ",Imperial Place,74 m²,Đã bàn giao,"29,05 triệu/m²",3 phòng,2 phòng,15,,,,Bắc,
"Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,6 tỷ",Imperial Place,75 m²,Đã bàn giao,"34,67 triệu/m²",3 phòng,,18,,,,Nam,
"số 2, Hẻm 2 Lê Đức Thọ, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","1,75 tỷ",,60 m²,Đã bàn giao,"29,17 triệu/m²",2 phòng,,,,,,,
"1004, Phạm văn đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,39 tỷ",,77 m²,Đã bàn giao,"31,04 triệu/m²",2 phòng,2 phòng,14,,,Đông Bắc,Đông Nam,
"130-132, Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","6,5 tỷ",Orchard Park View,85 m²,Đã bàn giao,"76,47 triệu/m²",3 phòng,2 phòng,6,,,,Tây Nam,
"Đường Nguyễn Hữu Thô, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,8 tỷ",,96.8 m²,Đã bàn giao,"49,59 triệu/m²",2 phòng,2 phòng,13,,,Nam,Bắc,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,7 tỷ",The Origami – Vinhomes Grand Park,93 m²,Đã bàn giao,"39,78 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Moonlight Residences,61 m²,Đã bàn giao,"39,34 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Moonlight Residences,50 m²,Đã bàn giao,42 triệu/m²,1 phòng,1 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,73 m²,Đã bàn giao,"34,25 triệu/m²",2 phòng,2 phòng,,,,,,
"590, Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh","4,7 tỷ",,107 m²,Đã bàn giao,"43,93 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"Số 12, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,65 tỷ",Chương Dương Home,55 m²,Đã bàn giao,30 triệu/m²,2 phòng,,,,Nhà trống,,,
"Đường Võ Chí Công, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",750 triệu,,38 m²,Chưa bàn giao,"19,74 triệu/m²",1 phòng,,,,,,,
"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,75 tỷ",Carillon 7,66 m²,Đã bàn giao,"41,67 triệu/m²",2 phòng,1 phòng,,,,Bắc,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,9 tỷ",Celadon City,96 m²,Đã bàn giao,"51,04 triệu/m²",2 phòng,,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","5,5 tỷ",Celadon City,112 m²,Đã bàn giao,"49,11 triệu/m²",2 phòng,,,,,,,
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,78 tỷ",The Origami – Vinhomes Grand Park,47 m²,Đã bàn giao,"37,87 triệu/m²",1 phòng,1 phòng,4,,,,Đông Nam,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,349 tỷ",Saigon Riverside Complex Q7,67 m²,Đã bàn giao,"35,06 triệu/m²",2 phòng,2 phòng,,,,,,
"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,3 tỷ",Lavita Garden,67 m²,Đã bàn giao,"34,33 triệu/m²",2 phòng,,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,73 m²,Đã bàn giao,"34,25 triệu/m²",2 phòng,2 phòng,,,,,,
"Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","2,19 tỷ",,84 m²,Đã bàn giao,"26,07 triệu/m²",3 phòng,2 phòng,8,,Nhà trống,,,
"126, Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh","5,6 tỷ",Hùng Vương Plaza,126 m²,Đã bàn giao,"44,44 triệu/m²",3 phòng,3 phòng,,Đã có sổ,,,,
"47, 47 33 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,75 tỷ",Carillon 7,65 m²,Đã bàn giao,"42,31 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,100209147 tỷ",Lumiere Boulevard,73.88 m²,Chưa bàn giao,"55,5 triệu/m²",2 phòng,,2,,,,,
"Nguyễn Duy Trinh, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Thủ Thiêm Star,63 m²,Đã bàn giao,"30,16 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","8,675937916 tỷ",Masteri Centre Point,99.38 m²,Chưa bàn giao,"87,3 triệu/m²",4 phòng,,23,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",MT Eastmark City,63 m²,Chưa bàn giao,"41,27 triệu/m²",1 phòng,,,,,,,
"Lô 11B KĐT Nam Thành Phố, Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,55 tỷ",Happy City - Khu đô thị Hạnh Phúc,100.5 m²,Đã bàn giao,"25,37 triệu/m²",3 phòng,2 phòng,,,,,,
"128, Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",5 tỷ,,74 m²,Chưa bàn giao,"67,57 triệu/m²",2 phòng,2 phòng,,,,,,
"900, Đường Quốc Lộ 1, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,75 tỷ",,69 m²,Đã bàn giao,"25,36 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","3,03 tỷ",Topaz Elite,92 m²,Đã bàn giao,"32,93 triệu/m²",3 phòng,2 phòng,,,,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,87 tỷ",Eco Green Sài Gòn,75 m²,Đã bàn giao,"51,6 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,85 tỷ",Chung cư Tây Thạnh,58 m²,Đã bàn giao,"31,9 triệu/m²",2 phòng,1 phòng,2,,,,,
"Đường Sư Vạn Hạnh, Phường 9, Quận 5, Tp Hồ Chí Minh","3,5 tỷ",,72 m²,Chưa bàn giao,"48,61 triệu/m²",2 phòng,1 phòng,9,,,,Đông,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",810 triệu,MT Eastmark City,63 m²,Chưa bàn giao,"12,86 triệu/m²",1 phòng,,,,,,,
"8 Đường Số 2, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","11,11 triệu",,68.2 m²,Chưa bàn giao,162.920 đ/m²,2 phòng,2 phòng,,,Nhà trống,,,
"Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","1,83 tỷ",Saigon Homes Bình Tân,66 m²,Đã bàn giao,"27,73 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",The Origami – Vinhomes Grand Park,47 m²,Chưa bàn giao,"51,06 triệu/m²",1 phòng,1 phòng,,,,,,
"Đường Sư Vạn Hạnh, Phường 9, Quận 5, Tp Hồ Chí Minh","3,5 tỷ",,72 m²,Chưa bàn giao,"48,61 triệu/m²",2 phòng,1 phòng,9,,,Đông,Tây Nam,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,95 tỷ",Masteri Thảo Điền,60 m²,Đã bàn giao,"65,83 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Số 01, 104A, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,37 tỷ",Diamond Island (Đảo Kim Cương),2 m²,Đã bàn giao,"1,185 tỷ/m²",2 phòng,,,,,,,
"291/2, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,79 tỷ",Carillon 5,1 m²,Đã bàn giao,"1,79 tỷ/m²",2 phòng,,,,,,,
"79-81, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,89 tỷ",Saigonres Plaza,1 m²,Đã bàn giao,"1,89 tỷ/m²",2 phòng,,,,,,,
"Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,79 tỷ",Topaz Garden,1 m²,Đã bàn giao,"1,79 tỷ/m²",2 phòng,,,,,,,
"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","1,49 tỷ",Moonlight Park View,1 m²,Đã bàn giao,"1,49 tỷ/m²",2 phòng,1 phòng,,,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,38 tỷ",Topaz Elite,61 m²,Đã bàn giao,"39,02 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,,,
"21, Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh","7,2 tỷ",,96 m²,Chưa bàn giao,75 triệu/m²,3 phòng,,,Đã có sổ,,,,
"Số 8, Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Sunview Town,70 m²,Đã bàn giao,30 triệu/m²,2 phòng,2 phòng,3,,,,Đông Nam,
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",Lavita Charm,68 m²,Đã bàn giao,"38,24 triệu/m²",2 phòng,2 phòng,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,5 tỷ",The Sun Avenue,96 m²,Chưa bàn giao,"46,88 triệu/m²",3 phòng,2 phòng,,,,,,
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","1,95 tỷ",Green River - Quận 8,65 m²,Đã bàn giao,30 triệu/m²,2 phòng,,,,,,,
"Đường Võ Chí Công, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",450 triệu,,54 m²,Chưa bàn giao,"8,33 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,72 tỷ",An Gia Star,68 m²,Đã bàn giao,"25,29 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"96, 96 đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,51 tỷ",Vision Bình Tân,61 m²,Đã bàn giao,"24,75 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,,,Căn góc
"Số 243, Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh","1,68 tỷ",Summer Square,68.5 m²,Đã bàn giao,"24,53 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 510, Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","1,885 tỷ",Moonlight Boulevard,69 m²,Đã bàn giao,"27,32 triệu/m²",2 phòng,2 phòng,,,,,,
"Lý Thường Kiệt, Phường 7, Quận 10, Tp Hồ Chí Minh","1,75 tỷ",Chung Cư Nguyễn Kim,63 m²,Chưa bàn giao,"27,78 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,82 tỷ",Sài Gòn Apartment (Sài Gòn Town),85 m²,Đã bàn giao,"21,41 triệu/m²",3 phòng,2 phòng,,,,,,
"Võ Chí Công, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",450 triệu,,64 m²,Chưa bàn giao,"7,03 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,7 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"32,08 triệu/m²",1 phòng,1 phòng,,,,,,
"436, Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,57 tỷ",Hiệp Thành Building,73 m²,Đã bàn giao,"21,51 triệu/m²",2 phòng,,,,,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,95 tỷ",Green Town Bình Tân,72 m²,Đã bàn giao,"27,08 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,15 tỷ",Vinhomes Grand Park,30 m²,Chưa bàn giao,"38,33 triệu/m²",1 phòng,1 phòng,29,,,,,
"Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,4 tỷ",Fortuna Vườn Lài (Kim Hồng Fortuna),90 m²,Đã bàn giao,"26,67 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,29 tỷ",An Gia Star,48 m²,Đã bàn giao,"26,88 triệu/m²",2 phòng,1 phòng,,,,,,
"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,1 tỷ",Opal Riverside,70 m²,Đã bàn giao,"44,29 triệu/m²",2 phòng,2 phòng,12,Đang chờ sổ,,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2 tỷ,Green Town Bình Tân,68 m²,Đã bàn giao,"29,41 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"146, Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh","2,305 tỷ",Kingston Residence,80 m²,Đã bàn giao,"28,81 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"50, Phan Văn Khỏe, Phường 2, Quận 6, Tp Hồ Chí Minh","1,96 tỷ",Lucky Palace,79 m²,Đã bàn giao,"24,81 triệu/m²",2 phòng,,,,,,,
"Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh","1,53 tỷ",Thanh Đa View,65 m²,Đã bàn giao,"23,54 triệu/m²",2 phòng,,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",The Sun Avenue,51 m²,Đã bàn giao,"47,06 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nhà trống,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,75 tỷ",The Pegasuite,67 m²,Đã bàn giao,"26,12 triệu/m²",2 phòng,2 phòng,,,,,,
