DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"561A, Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,79 tỷ",Pearl Plaza,1 m²,Đã bàn giao,"1,79 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,55 tỷ",Sky 89 An Gia,1 m²,Đã bàn giao,"1,55 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,15 tỷ",Green Field,1 m²,Đã bàn giao,"2,15 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","1,75 tỷ",River Gate,1 m²,Đã bàn giao,"1,75 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"312, Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh","1,39 tỷ",Botanic Towers,1 m²,Đã bàn giao,"1,39 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"17-19-21, Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh","2,595 tỷ",The Prince Residence,1 m²,Đã bàn giao,"2,595 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","2,05 tỷ",Viva Riverside,1 m²,Đã bàn giao,"2,05 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","3,1 tỷ",Mizuki Park,78 m²,Đã bàn giao,"39,74 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Đường số 2, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","1,6 tỷ",,66 m²,Đã bàn giao,"24,24 triệu/m²",1 phòng,1 phòng,4,Đã có sổ,,,,
"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","2,05 tỷ",West Gate Park,60 m²,Đã bàn giao,"34,17 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"22/14, Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","2,15 tỷ",Căn hộ 8X Plus Trường Chinh,64 m²,Chưa bàn giao,"33,59 triệu/m²",2 phòng,2 phòng,,,,,,
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","3,7 tỷ",Căn hộ Cityland Parkhill Gò Vấp,75 m²,Chưa bàn giao,"49,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Thái Thuận, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",950 triệu,Chung cư An Thịnh,50 m²,Đã bàn giao,19 triệu/m²,2 phòng,1 phòng,8,Đã có sổ,,,,
"Đường DC13, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,35 tỷ",,61 m²,Chưa bàn giao,"38,52 triệu/m²",2 phòng,2 phòng,1,,,,Đông Nam,
"Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,538 tỷ",Stown Thủ Đức,64 m²,Đã bàn giao,"24,03 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,83 tỷ",Flora Novia,76 m²,Đã bàn giao,"37,24 triệu/m²",2 phòng,2 phòng,,,,,,
"58d, 20 Đường Số 20, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",16 tỷ,,100 m²,Chưa bàn giao,160 triệu/m²,4 phòng,5 phòng,4,,,,Tây Nam,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,35 tỷ",Mizuki Park,56 m²,Đã bàn giao,"41,96 triệu/m²",2 phòng,1 phòng,,,,Tây,Đông,
"854-856, 854-856 854-856 Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh, Phường 5, Quận 8, Tp Hồ Chí Minh","4,35 tỷ",Samland Giai Việt,146 m²,Chưa bàn giao,"29,79 triệu/m²",3 phòng,3 phòng,4,,,,Đông Bắc,
"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","4,3 tỷ",,75 m²,Đã bàn giao,"57,33 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",Flora Anh Đào,54 m²,Chưa bàn giao,"34,26 triệu/m²",2 phòng,1 phòng,,,,,,
"Phố Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM, Phường 6, Quận 8, Tp Hồ Chí Minh","1,715 tỷ",The Pegasuite,68 m²,Đã bàn giao,"25,22 triệu/m²",2 phòng,2 phòng,,,,,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,35 tỷ",Akari City,75 m²,Chưa bàn giao,18 triệu/m²,2 phòng,,,,,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",3 tỷ,Osimi Tower,75 m²,Đã bàn giao,40 triệu/m²,3 phòng,2 phòng,,,,Tây Nam,Đông Bắc,
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,8 tỷ",Căn hộ D’Lusso,74 m²,Đã bàn giao,"51,35 triệu/m²",2 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"561A, Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,19 tỷ",Pearl Plaza,88 m²,Chưa bàn giao,"24,89 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,,,,
"Đường Tạ Quang Bửu, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,68 tỷ",Conic Riverside,68 m²,Đã bàn giao,"24,71 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,725 tỷ",Vinhomes Grand Park,70 m²,Đã bàn giao,"24,64 triệu/m²",2 phòng,2 phòng,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,892226662 tỷ",MT Eastmark City,65.4 m²,Chưa bàn giao,"44,22 triệu/m²",1 phòng,1 phòng,5,,,,Bắc,
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","1,36 tỷ",Melody Residences,76 m²,Đã bàn giao,"17,89 triệu/m²",2 phòng,2 phòng,9,,,Đông Nam,Tây Bắc,
"Phường Tân Tạo, Bình Tân, Hồ Chí Minh, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",530 triệu,Lê Thành Tân Tạo,34 m²,Đã bàn giao,"15,59 triệu/m²",1 phòng,1 phòng,,Giấy tờ khác,Nhà trống,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","3,15 tỷ",Vinhomes Central Park,50 m²,Đã bàn giao,63 triệu/m²,1 phòng,1 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,336 tỷ",Saigon Riverside Complex Q7,67 m²,Đã bàn giao,"34,87 triệu/m²",2 phòng,2 phòng,,,,,,
"279, Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","1,37 tỷ",,62 m²,Đã bàn giao,"22,1 triệu/m²",2 phòng,1 phòng,6,,,,Nam,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","2,98 tỷ",Eco Green Sài Gòn,45 m²,Đã bàn giao,"66,22 triệu/m²",1 phòng,1 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,8 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"33,96 triệu/m²",1 phòng,1 phòng,,,,,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","4,8 tỷ",Mizuki Park,71 m²,Đã bàn giao,"67,61 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Song Hành, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","5,8 tỷ",Palm Heights,105 m²,Đã bàn giao,"55,24 triệu/m²",3 phòng,2 phòng,,,,,,
"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,68 tỷ",,69 m²,Đã bàn giao,"24,35 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","1,75 tỷ",,62 m²,Đã bàn giao,"28,23 triệu/m²",2 phòng,2 phòng,,,Nội thất đầy đủ,,,
"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,67 tỷ",Lavita Garden,1 m²,Chưa bàn giao,"1,67 tỷ/m²",2 phòng,,,,,,,
"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","1,83 tỷ",Moonlight Park View,1 m²,Chưa bàn giao,"1,83 tỷ/m²",2 phòng,,,,,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","3,15 tỷ",Vinhomes Central Park,50 m²,Đã bàn giao,63 triệu/m²,1 phòng,1 phòng,,,,,,
"Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","2,6 tỷ",Hoàng Kim Thế Gia (The Golden Dynasty),75 m²,Đã bàn giao,"34,67 triệu/m²",3 phòng,2 phòng,7,,,,Đông,
"Đường CC2, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,75 tỷ",,58 m²,Đã bàn giao,"30,17 triệu/m²",2 phòng,1 phòng,3,,,,Đông Nam,
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","2,5 triệu",Melody Residences,69 m²,Chưa bàn giao,36.232 đ/m²,2 phòng,2 phòng,,,,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","2,2 tỷ",Osimi Tower,53 m²,Đã bàn giao,"41,51 triệu/m²",2 phòng,1 phòng,,,,Tây Bắc,Đông Nam,
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",2 tỷ,PiCity High Park,57 m²,Đã bàn giao,"35,09 triệu/m²",2 phòng,1 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,339 tỷ",Saigon Riverside Complex Q7,67 m²,Đã bàn giao,"34,91 triệu/m²",2 phòng,2 phòng,,,,,,
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",2 tỷ,PiCity High Park,57 m²,Chưa bàn giao,"35,09 triệu/m²",2 phòng,1 phòng,,,,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,85 tỷ",Green Town Bình Tân,63.2 m²,Đã bàn giao,"29,27 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,55 tỷ",Sunrise City,86 m²,Đã bàn giao,"18,02 triệu/m²",2 phòng,2 phòng,9,,,,Nam,
"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","6,237 tỷ",Golden Mansion,99 m²,Đã bàn giao,63 triệu/m²,3 phòng,2 phòng,,,,Tây,Đông Nam,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","1,44 tỷ",Osimi Tower,76 m²,Đã bàn giao,"18,95 triệu/m²",3 phòng,,,,,,,
"171A, Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,74 tỷ",Carillon 1,60 m²,Đã bàn giao,29 triệu/m²,2 phòng,,,,,,,
"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","1,67 tỷ",Moonlight Park View,60 m²,Đã bàn giao,"27,83 triệu/m²",2 phòng,,,,,,,
"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,42 tỷ",EHome 3,63 m²,Đã bàn giao,"22,54 triệu/m²",2 phòng,,,,,,,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,76 tỷ",Wilton Tower,68 m²,Đã bàn giao,"25,88 triệu/m²",2 phòng,,,,,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,68 tỷ",Vinhomes Central Park,62 m²,Đã bàn giao,"27,1 triệu/m²",2 phòng,,,,,,,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,35 tỷ",Flora Novia,57 m²,Đã bàn giao,"41,23 triệu/m²",2 phòng,,,,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,73 tỷ",Richmond City,66 m²,Đã bàn giao,"26,21 triệu/m²",2 phòng,,,,,,,
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","1,64 tỷ",Căn hộ Cityland Parkhill Gò Vấp,75 m²,Đã bàn giao,"21,87 triệu/m²",2 phòng,,,,,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","4,5 tỷ",Hà Đô Centrosa Garden,61 m²,Đã bàn giao,"73,77 triệu/m²",2 phòng,1 phòng,,,,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",3 tỷ,Osimi Tower,75 m²,Đã bàn giao,40 triệu/m²,3 phòng,2 phòng,,,,Tây Nam,Đông Bắc,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,363 tỷ",Vinhomes Grand Park,60 m²,Đã bàn giao,"39,38 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,03 tỷ",Saigon Riverside Complex Q7,67 m²,Đã bàn giao,"30,3 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Số 1, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","3,1 tỷ",,76 m²,Đã bàn giao,"40,79 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"116, Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh","2,03 tỷ",The Western Capital,51.2 m²,Chưa bàn giao,"39,65 triệu/m²",2 phòng,1 phòng,3,,,,,
"Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","3,8 tỷ",La Casa,128 m²,Đã bàn giao,"29,69 triệu/m²",3 phòng,2 phòng,,,,Nam,,
"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,3 tỷ",Safira Khang Điền (Sapphire Khang Điền),85 m²,Đã bàn giao,"38,82 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","2,5 tỷ",Moonlight Park View,67 m²,Đã bàn giao,"37,31 triệu/m²",2 phòng,,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,044135891 tỷ",MT Eastmark City,99.9 m²,Chưa bàn giao,"40,48 triệu/m²",3 phòng,,,,,,,
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","1,45 tỷ",,52 m²,Đã bàn giao,"27,88 triệu/m²",1 phòng,1 phòng,9,,,,,
"Đường Tân Mỹ, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","1,2 tỷ",Chung cư Tân Mỹ,38 m²,Đã bàn giao,"31,58 triệu/m²",2 phòng,1 phòng,11,Đã có sổ,,,,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Flora Novia,57 m²,Đã bàn giao,"38,6 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4 tỷ,Sunrise City,76 m²,Đã bàn giao,"52,63 triệu/m²",2 phòng,2 phòng,,,,Đông,Tây,
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","2,365 tỷ",PiCity High Park,57 m²,Đã bàn giao,"41,49 triệu/m²",2 phòng,1 phòng,5,,,,Đông,
"9A, 9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","1,8 tỷ",PiCity High Park,48 m²,Chưa bàn giao,"37,5 triệu/m²",2 phòng,1 phòng,,,,,,
"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,9 tỷ",Lovera Vista,65 m²,Đã bàn giao,"29,23 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","3,5 tỷ",Richmond City,73 m²,Đã bàn giao,"47,95 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,3 tỷ",Vinhomes Grand Park,79 m²,Chưa bàn giao,"16,46 triệu/m²",2 phòng,2 phòng,28,,,Đông Nam,,
"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,97 tỷ",The Tresor,75 m²,Đã bàn giao,"26,27 triệu/m²",2 phòng,2 phòng,6,Đã có sổ,,,,
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","2,15 tỷ",The Botanica,57 m²,Đã bàn giao,"37,72 triệu/m²",2 phòng,,,,,,,
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","1,82 tỷ",The Gold View,81 m²,Chưa bàn giao,"22,47 triệu/m²",2 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,05 tỷ",Vinhomes Grand Park,82 m²,Chưa bàn giao,"37,2 triệu/m²",3 phòng,2 phòng,,,Nhà trống,Đông Nam,,
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","1,633 tỷ",The Gold View,86 m²,Đã bàn giao,"18,99 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,45 tỷ",Khu căn hộ Sacomreal-584,82 m²,Đã bàn giao,"29,88 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","4,2 tỷ",The Gold View,81 m²,Đã bàn giao,"51,85 triệu/m²",2 phòng,2 phòng,4,,,,Tây,
"11, Phường 11, Quận 6, Tp Hồ Chí Minh","1,95 tỷ",Him Lam Chợ Lớn,87 m²,Đã bàn giao,"22,41 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,6 tỷ",Belleza Apartment,50 m²,Đã bàn giao,32 triệu/m²,1 phòng,1 phòng,,,,Đông Nam,Bắc,
"Đường Lê Thước, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,58 tỷ",,102 m²,Đã bàn giao,"15,49 triệu/m²",2 phòng,2 phòng,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,248155972 tỷ",MT Eastmark City,74 m²,Chưa bàn giao,"43,89 triệu/m²",2 phòng,2 phòng,,,,,,
