DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,75 tỷ",Vinhomes Grand Park,47 m²,Đã bàn giao,"37,23 triệu/m²",2 phòng,,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,574 tỷ",MT Eastmark City,63 m²,Chưa bàn giao,"40,86 triệu/m²",1 phòng,1 phòng,,Giấy tờ khác,Nhà trống,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,044 tỷ",MT Eastmark City,99 m²,Chưa bàn giao,"40,85 triệu/m²",3 phòng,,,Giấy tờ khác,Nhà trống,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,9 tỷ",MT Eastmark City,99 m²,Chưa bàn giao,"39,39 triệu/m²",3 phòng,3 phòng,,Giấy tờ khác,Nhà trống,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,878 tỷ",MT Eastmark City,63 m²,Chưa bàn giao,"45,68 triệu/m²",1 phòng,,,Giấy tờ khác,Nhà trống,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",MT Eastmark City,63 m²,Chưa bàn giao,"41,27 triệu/m²",2 phòng,1 phòng,20,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,1 tỷ",MT Eastmark City,99 m²,Chưa bàn giao,"41,41 triệu/m²",3 phòng,3 phòng,10,,,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,68 tỷ",Green Town Bình Tân,53 m²,Đã bàn giao,"31,7 triệu/m²",2 phòng,1 phòng,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",MT Eastmark City,65 m²,Chưa bàn giao,"41,54 triệu/m²",2 phòng,1 phòng,,Giấy tờ khác,Nhà trống,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,572971569 tỷ",MT Eastmark City,73.4 m²,Chưa bàn giao,"48,68 triệu/m²",2 phòng,,12,Đang chờ sổ,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,5 tỷ",Celadon City,53 m²,Đã bàn giao,"47,17 triệu/m²",1 phòng,1 phòng,,,,,,
"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","2,35 tỷ",The Tresor,65 m²,Đã bàn giao,"36,15 triệu/m²",2 phòng,,10,Đã có sổ,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,95 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"36,79 triệu/m²",1 phòng,1 phòng,,,,,,
"Số 12, Tôn Đản, Phường 13, Quận 4, Tp Hồ Chí Minh","3,5 tỷ",Khu căn hộ Contrexim - Copac Square,90 m²,Đã bàn giao,"38,89 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Phạm Văn Đồng, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","2,55 tỷ",,80 m²,Chưa bàn giao,"31,88 triệu/m²",3 phòng,2 phòng,,,,Tây Nam,Đông Bắc,
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Toky Tower,61 m²,Đã bàn giao,"31,97 triệu/m²",2 phòng,2 phòng,9,,,,Tây,
"Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",3 tỷ,,102 m²,Đã bàn giao,"29,41 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"9/308, Hẻm 9 Đường Lê Sát, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","1,59 tỷ",,46.3 m²,Đã bàn giao,"34,34 triệu/m²",1 phòng,1 phòng,3,,,Tây,,
"Cô Giang, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",9 tỷ,The Grand Manhattan,68 m²,Chưa bàn giao,"132,35 triệu/m²",2 phòng,,30,,,Đông Nam,,
"Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",,65 m²,Đã bàn giao,30 triệu/m²,2 phòng,2 phòng,,Đã có sổ,,,,
"Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,25 tỷ",,80 m²,Đã bàn giao,"28,13 triệu/m²",3 phòng,,,,,,,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Hưng Ngân Garden,68 m²,Đã bàn giao,"28,68 triệu/m²",2 phòng,2 phòng,6,,,,,
"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","3,3 tỷ",Sky 89 An Gia,71.9 m²,Đã bàn giao,"45,9 triệu/m²",2 phòng,2 phòng,,,,Đông,Tây,
"Lô A1, Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","2,03 tỷ",Florita,103 m²,Đã bàn giao,"19,71 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,85 tỷ",Carillon 7,66 m²,Đã bàn giao,"43,18 triệu/m²",2 phòng,1 phòng,,,,Tây,Đông,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,35 tỷ",Hưng Ngân Garden,53 m²,Đã bàn giao,"25,47 triệu/m²",1 phòng,,12,,,Đông,Tây,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,65 tỷ",Hưng Ngân Garden,56 m²,Chưa bàn giao,"29,46 triệu/m²",2 phòng,2 phòng,6,,,,Bắc,
"đường huỳnh tấn phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","4,3 tỷ",,113 m²,Đã bàn giao,"38,05 triệu/m²",3 phòng,2 phòng,,,,,,
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,55 tỷ",Dream Home Riverside,62.37 m²,Chưa bàn giao,"24,85 triệu/m²",2 phòng,2 phòng,3,,,,Đông Nam,
"Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,67 tỷ",Đạt Gia Residence Thủ Đức,71 m²,Đã bàn giao,"23,52 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,95 tỷ",Homyland 3 (Homyland Riverside),85 m²,Chưa bàn giao,"34,71 triệu/m²",2 phòng,2 phòng,,,,,,
"102, Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","1,65 tỷ",,51 m²,Chưa bàn giao,"32,35 triệu/m²",2 phòng,1 phòng,5,,,,Nam,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,39 tỷ",Dream Home Riverside,57 m²,Chưa bàn giao,"24,39 triệu/m²",2 phòng,,10,,,Đông Nam,Tây Bắc,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","2,02 tỷ",Hưng Ngân Garden,68 m²,Đã bàn giao,"29,71 triệu/m²",2 phòng,2 phòng,5,,,,Nam,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","5,5 tỷ",Vinhomes Central Park,80 m²,Đã bàn giao,"68,75 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","11,5 tỷ",The MarQ,72 m²,Đã bàn giao,"159,72 triệu/m²",2 phòng,2 phòng,,,,,,
"77 võ văn kiêt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","4,2 tỷ",Akari City,84 m²,Chưa bàn giao,50 triệu/m²,2 phòng,2 phòng,10,,,Đông Nam,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,4 tỷ",Vinhomes Grand Park,30 m²,Đã bàn giao,"46,67 triệu/m²",1 phòng,1 phòng,12,,,,,
"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","8,6 tỷ",The MarQ,49 m²,Đã bàn giao,"175,51 triệu/m²",1 phòng,1 phòng,,,Nội thất cao cấp,,,
"11, Phường 11, Quận 6, Tp Hồ Chí Minh","4,1 tỷ",Him Lam Chợ Lớn,102 m²,Đã bàn giao,"40,2 triệu/m²",2 phòng,2 phòng,,,,,,
"43, Hồ Văn Huê, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","2,3 tỷ",Chung cư 43 Hồ Văn Huê,53 m²,Đã bàn giao,"43,4 triệu/m²",2 phòng,1 phòng,1,,,,,
"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","1,29 tỷ",Chung cư Tân Mỹ,37 m²,Đã bàn giao,"34,86 triệu/m²",1 phòng,1 phòng,5,,,,Bắc,
"số 32, Phước Long A, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",10 triệu,Him Lam Phú An,70 m²,Đã bàn giao,142.857 đ/m²,2 phòng,2 phòng,,,,,,
"Hoàng Diệu, Phường 6, Quận 4, Tp Hồ Chí Minh","2,8 tỷ",Căn Hộ Cao Cấp H3 Hoàng Diệu,70 m²,Đã bàn giao,40 triệu/m²,2 phòng,1 phòng,,,,,,
"c2, Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","7,7 tỷ",,81 m²,Đã bàn giao,"95,06 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Quốc Lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,38 tỷ",,51 m²,Đã bàn giao,"27,06 triệu/m²",1 phòng,1 phòng,18,,,,Bắc,
"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,9 tỷ",Lovera Vista,65 m²,Đã bàn giao,"29,23 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,9 tỷ",Eco Green Sài Gòn,70 m²,Đã bàn giao,"55,71 triệu/m²",2 phòng,2 phòng,,,,,,
"S1 The Rainbow, Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,9 tỷ",,69 m²,Đã bàn giao,"42,03 triệu/m²",2 phòng,2 phòng,26,,,,,
"Chung Cư Cửu Long, Hẻm 351 Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","2,55 tỷ",,80 m²,Đã bàn giao,"31,88 triệu/m²",2 phòng,2 phòng,,,,Tây,Đông,
"Đường Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","7,5 tỷ",Bàu Cát 2,82 m²,Chưa bàn giao,"91,46 triệu/m²",2 phòng,2 phòng,1,Đã có sổ,,,,
"DC13, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,1 tỷ",TaniBuilding Sơn Kỳ 1,53 m²,Đã bàn giao,"39,62 triệu/m²",2 phòng,1 phòng,,,,Tây Nam,Đông Bắc,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","2,6 tỷ",Saigon Pearl,85 m²,Đã bàn giao,"30,59 triệu/m²",2 phòng,2 phòng,9,,,,Bắc,
"Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","7,5 tỷ",Bàu Cát 2,81 m²,Đã bàn giao,"92,59 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"An Lợi Đông, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","8,6 tỷ",Sarimi Sala,93 m²,Đã bàn giao,"92,47 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TP. Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,1 tỷ",Akari City,79 m²,Chưa bàn giao,"13,92 triệu/m²",2 phòng,2 phòng,9,Đang chờ sổ,,,,
"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","5,7 tỷ",Vinhomes Central Park,71 m²,Chưa bàn giao,"80,28 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Đường Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,5 tỷ",Căn hộ Bình Khánh (Chung cư Đức Khải Q2),94 m²,Chưa bàn giao,"47,87 triệu/m²",3 phòng,2 phòng,13,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,6 tỷ",The Sun Avenue,37 m²,Đã bàn giao,"43,24 triệu/m²",1 phòng,,,Đang chờ sổ,Nội thất đầy đủ,,,
"Chung Cư Miếu Nỗi 18 Tầng, Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","2,5 tỷ",,51.3 m²,Đã bàn giao,"48,73 triệu/m²",2 phòng,1 phòng,2,,,Đông,Tây,
"70, Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","2,2 tỷ",Lữ Gia Plaza,70 m²,Đã bàn giao,"31,43 triệu/m²",3 phòng,2 phòng,,,Nhà trống,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,9 tỷ",Chung cư Bông Sao,65 m²,Chưa bàn giao,"29,23 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"152, Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","1,88 tỷ",Chung cư 12 View,60 m²,Chưa bàn giao,"31,33 triệu/m²",2 phòng,2 phòng,,,,,,
"159/21 Đường 11, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",Sài Gòn Metro Park,51 m²,Chưa bàn giao,"36,27 triệu/m²",2 phòng,1 phòng,,,,Đông Nam,Tây Bắc,
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,4 tỷ",Căn hộ D’Lusso,54 m²,Đã bàn giao,"62,96 triệu/m²",2 phòng,1 phòng,5,,,,Nam,
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,4 tỷ",Căn hộ D’Lusso,54 m²,Đã bàn giao,"62,96 triệu/m²",2 phòng,1 phòng,5,,,,Nam,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",8 tỷ,Masteri Thảo Điền,135 m²,Đã bàn giao,"59,26 triệu/m²",3 phòng,3 phòng,,,Nội thất đầy đủ,,,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4 tỷ,Masteri Thảo Điền,70 m²,Chưa bàn giao,"57,14 triệu/m²",2 phòng,,,,,,,
"Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",,53 m²,Chưa bàn giao,"35,85 triệu/m²",2 phòng,2 phòng,,,,Tây Bắc,Đông Nam,
"2.24, Xô Viết Nghệ Tĩnh, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh","2,399 tỷ",,51 m²,Đã bàn giao,"47,04 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",11 tỷ,Vinhomes Central Park,94.7 m²,Đã bàn giao,"116,16 triệu/m²",2 phòng,2 phòng,16,,,,Bắc,
"79-81, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,48 tỷ",Saigonres Plaza,70 m²,Đã bàn giao,"21,14 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Phố Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh, Phường 5, Quận 8, Tp Hồ Chí Minh","1,62 tỷ",Central Premium,60 m²,Chưa bàn giao,27 triệu/m²,2 phòng,,,,,,,
"Số 184 đường Trần Văn Kiểu, Phường 10, Quận 6, TP. Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","1,43 tỷ",Asiana Capella,50 m²,Chưa bàn giao,"28,6 triệu/m²",1 phòng,,,,,,,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,66 tỷ",Hưng Ngân Garden,68 m²,Đã bàn giao,"24,41 triệu/m²",2 phòng,2 phòng,,,,,,
"153 – 161, Lương Nhữ Học, Phường 11, Quận 5, Tp Hồ Chí Minh","1,9 tỷ",Chung cư Sao Mai,95 m²,Đã bàn giao,20 triệu/m²,2 phòng,2 phòng,,Đã có sổ,,,,
"số 262/20, Lạc Long Quân, Phường 10, Quận 11, Tp Hồ Chí Minh","1,835 tỷ",Hoa Sen - Lotus Apartment,67 m²,Đã bàn giao,"27,39 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Lý Nam Đế, Phường 7, Quận 11, Tp Hồ Chí Minh","1,85 tỷ",Tân Phước Plaza,76.6 m²,Đã bàn giao,"24,15 triệu/m²",2 phòng,2 phòng,,,,,,
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","1,42 tỷ",Melody Residences,70 m²,Đã bàn giao,"20,29 triệu/m²",2 phòng,,,,,,,
"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh","2,11 tỷ",The Flemington,86 m²,Đã bàn giao,"24,53 triệu/m²",2 phòng,,,,,,,
"359, Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","1,32 tỷ",I-Home 1,52 m²,Chưa bàn giao,"25,38 triệu/m²",2 phòng,,,,,,,
"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","2,05 tỷ",Golden Mansion,68.9 m²,Đã bàn giao,"29,75 triệu/m²",2 phòng,2 phòng,,,,,,
"11, Phường 11, Quận 6, Tp Hồ Chí Minh","1,95 tỷ",Him Lam Chợ Lớn,1 m²,Đã bàn giao,"1,95 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Cầu Ván, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,32 tỷ",Chung cư Bắc Bình,57 m²,Đã bàn giao,"23,16 triệu/m²",2 phòng,,,,,,,
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","1,705 tỷ",Dream Home Palace,67 m²,Đã bàn giao,"25,45 triệu/m²",2 phòng,2 phòng,,,,,,
"113/89, An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,68 tỷ",Chung cư Lê Thành,73 m²,Đã bàn giao,"23,01 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",2 tỷ,,108 m²,Chưa bàn giao,"18,52 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,
"Chung Cư Ngô Tất Tố 76C, Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh","2,85 tỷ",,68.5 m²,Đã bàn giao,"41,61 triệu/m²",2 phòng,1 phòng,5,,,,Nam,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",The Sun Avenue,38 m²,Đã bàn giao,50 triệu/m²,1 phòng,1 phòng,,Đang chờ sổ,Nội thất đầy đủ,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,6 tỷ",The Sun Avenue,37 m²,Đã bàn giao,"43,24 triệu/m²",1 phòng,1 phòng,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",The Sun Avenue,38 m²,Đã bàn giao,50 triệu/m²,1 phòng,,,,,,,Căn góc
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,1 tỷ",Celadon City,85 m²,Đã bàn giao,"48,24 triệu/m²",2 phòng,,,,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2 tỷ,Topaz Elite,60 m²,Chưa bàn giao,"33,33 triệu/m²",2 phòng,2 phòng,,,,,,
"22/14, Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","2,12 tỷ",Căn hộ 8X Plus Trường Chinh,63 m²,Đã bàn giao,"33,65 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","3,2 tỷ",Sunrise Riverside,70 m²,Chưa bàn giao,"45,71 triệu/m²",2 phòng,,,,,,,
"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,75 tỷ",The Eastern,106 m²,Đã bàn giao,"25,94 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,5 tỷ",Celadon City,92 m²,Đã bàn giao,"48,91 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","1,65 tỷ",Viva Riverside,72 m²,Đã bàn giao,"22,92 triệu/m²",2 phòng,2 phòng,17,,,,Nam,
"8, Đường Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","7,8 tỷ",,118 m²,Chưa bàn giao,"66,1 triệu/m²",3 phòng,,,,,,,
"15, Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","1,9 tỷ",,73 m²,Chưa bàn giao,"26,03 triệu/m²",2 phòng,2 phòng,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,29 tỷ",Celadon City,98.1 m²,Đã bàn giao,"43,73 triệu/m²",3 phòng,2 phòng,,,,,,
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","2,7 tỷ",Melody Residences,70 m²,Chưa bàn giao,"38,57 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,78 tỷ",Vinhomes Grand Park,47 m²,Chưa bàn giao,"37,87 triệu/m²",1 phòng,1 phòng,12,,,,Tây,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,599 tỷ",Celadon City,70 m²,Đã bàn giao,"37,13 triệu/m²",2 phòng,2 phòng,,,,,,
"Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh","3,8 tỷ",The Western Capital,97 m²,Đã bàn giao,"39,18 triệu/m²",3 phòng,,,,,,,
"68, Ba Vân, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","1,68 tỷ",,45 m²,Đã bàn giao,"37,33 triệu/m²",2 phòng,2 phòng,5,,,,Đông,
