DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,65 tỷ",MT Eastmark City,99 m²,Chưa bàn giao,"46,97 triệu/m²",3 phòng,3 phòng,,,,Đông Nam,Đông Bắc,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,9 tỷ",Green Town Bình Tân,63.2 m²,Đã bàn giao,"30,06 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Phạm Văn Đồng, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",950 triệu,,51 m²,Đã bàn giao,"18,63 triệu/m²",2 phòng,2 phòng,29,Đã có sổ,,,,
"Đường Số 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,3 tỷ",,70 m²,Đã bàn giao,"18,57 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,95 tỷ",,66 m²,Đã bàn giao,"44,7 triệu/m²",2 phòng,,,,,,,
"50, Phan Văn Khỏe, Phường 2, Quận 6, Tp Hồ Chí Minh","1,54 tỷ",Lucky Palace,84 m²,Đã bàn giao,"18,33 triệu/m²",2 phòng,2 phòng,,,,,,
"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,755 tỷ",Carillon 7,1 m²,Đã bàn giao,"1,755 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Tôn Thất Thuyết, Phường 1, Quận 4, Tp Hồ Chí Minh","1,64 tỷ",Chung cư Tôn Thất Thuyết,1 m²,Đã bàn giao,"1,64 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","1,585 tỷ",Khu căn hộ Chánh Hưng Giai Việt,1 m²,Đã bàn giao,"1,585 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","3,175 tỷ",City Garden,1 m²,Đã bàn giao,"3,175 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","3,685 tỷ",Vinhomes Central Park,1 m²,Đã bàn giao,"3,685 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,32 tỷ",Sài Gòn Intela,50 m²,Đã bàn giao,"26,4 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,66 m²,Đã bàn giao,"37,88 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,47 tỷ",Richmond City,70 m²,Đã bàn giao,21 triệu/m²,2 phòng,2 phòng,,,,,,
"7A, Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,75 tỷ",,57 m²,Đã bàn giao,"30,7 triệu/m²",1 phòng,,3,,,Đông Nam,Nam,
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,8 tỷ",Ricca,115 m²,Đã bàn giao,"33,04 triệu/m²",2 phòng,1 phòng,17,,,Đông Bắc,,
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","4,6 tỷ",River Gate,75 m²,Đã bàn giao,"61,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","1,95 tỷ",West Gate Park,60 m²,Đã bàn giao,"32,5 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",The Beverly Solari - Vinhomes Grand Park,47 m²,Chưa bàn giao,"55,32 triệu/m²",2 phòng,1 phòng,,,,Nam,Bắc,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","7,95 tỷ",Vinhomes Central Park,126 m²,Đã bàn giao,"63,1 triệu/m²",3 phòng,2 phòng,,,,,,
"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","1,36 tỷ",Topaz City,79 m²,Đã bàn giao,"17,22 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","10,8 tỷ",,103 m²,Chưa bàn giao,"104,85 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,478 tỷ",MT Eastmark City,63 m²,Chưa bàn giao,"39,33 triệu/m²",1 phòng,1 phòng,,,,Tây Nam,Nam,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,518 tỷ",MT Eastmark City,65 m²,Chưa bàn giao,"38,74 triệu/m²",2 phòng,1 phòng,,,,Tây Bắc,Tây Nam,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Jamila Khang Điền,85 m²,Đã bàn giao,"25,88 triệu/m²",2 phòng,2 phòng,10,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,65 tỷ",MT Eastmark City,99 m²,Chưa bàn giao,"46,97 triệu/m²",3 phòng,3 phòng,,,,Đông Nam,Đông Bắc,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,9 tỷ",Green Town Bình Tân,63.2 m²,Đã bàn giao,"30,06 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Phạm Văn Đồng, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",950 triệu,,51 m²,Đã bàn giao,"18,63 triệu/m²",2 phòng,2 phòng,29,Đã có sổ,,,,
"Đường Số 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,3 tỷ",,70 m²,Đã bàn giao,"18,57 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,95 tỷ",,66 m²,Đã bàn giao,"44,7 triệu/m²",2 phòng,,,,,,,
"50, Phan Văn Khỏe, Phường 2, Quận 6, Tp Hồ Chí Minh","1,54 tỷ",Lucky Palace,84 m²,Đã bàn giao,"18,33 triệu/m²",2 phòng,2 phòng,,,,,,
"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,755 tỷ",Carillon 7,1 m²,Đã bàn giao,"1,755 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Tôn Thất Thuyết, Phường 1, Quận 4, Tp Hồ Chí Minh","1,64 tỷ",Chung cư Tôn Thất Thuyết,1 m²,Đã bàn giao,"1,64 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","1,585 tỷ",Khu căn hộ Chánh Hưng Giai Việt,1 m²,Đã bàn giao,"1,585 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","3,175 tỷ",City Garden,1 m²,Đã bàn giao,"3,175 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","3,685 tỷ",Vinhomes Central Park,1 m²,Đã bàn giao,"3,685 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,32 tỷ",Sài Gòn Intela,50 m²,Đã bàn giao,"26,4 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,66 m²,Đã bàn giao,"37,88 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,47 tỷ",Richmond City,70 m²,Đã bàn giao,21 triệu/m²,2 phòng,2 phòng,,,,,,
"7A, Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,75 tỷ",,57 m²,Đã bàn giao,"30,7 triệu/m²",1 phòng,,3,,,Đông Nam,Nam,
"Đào Trinh nhất, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,35 tỷ",,72 m²,Đã bàn giao,"32,64 triệu/m²",2 phòng,,,Đã có sổ,,Đông Nam,Đông Bắc,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,7 tỷ",Ricca,58 m²,Đã bàn giao,"29,31 triệu/m²",2 phòng,,,,Nội thất đầy đủ,,,
"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,77 tỷ",EHome 3,66 m²,Đã bàn giao,"26,82 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","4,6 tỷ",River Gate,75 m²,Đã bàn giao,"61,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,66.6 m²,Đã bàn giao,"37,54 triệu/m²",2 phòng,2 phòng,30,,,,Bắc,
"S1-02, Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,2 tỷ",,81 m²,Đã bàn giao,"39,51 triệu/m²",3 phòng,2 phòng,23,,,Đông Nam,,
"Đường Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,7 tỷ",,63 m²,Đã bàn giao,"26,98 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiểng, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,8 tỷ",,61.4 m²,Đã bàn giao,"61,89 triệu/m²",2 phòng,2 phòng,23,Đang chờ sổ,,,,
"Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","4,2 tỷ",,113 m²,Đã bàn giao,"37,17 triệu/m²",3 phòng,2 phòng,,,,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","3,1 tỷ",,75 m²,Đã bàn giao,"41,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Mai Chí Thọ, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,5 tỷ",New City Thủ Thiêm,75 m²,Đã bàn giao,"33,33 triệu/m²",2 phòng,2 phòng,15,,,,,
"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","5,408 tỷ",The Beverly Solari - Vinhomes Grand Park,78.9 m²,Chưa bàn giao,"68,54 triệu/m²",2 phòng,2 phòng,33,,,,Tây Bắc,
"408, Hẻm 149 Ba Vân, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","1,8 tỷ",,64 m²,Đã bàn giao,"28,13 triệu/m²",3 phòng,1 phòng,4,Đã có sổ,,,,
"Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,55 tỷ",Stown Thủ Đức,81 m²,Chưa bàn giao,"31,48 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,
"Lô A1, Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","2,19 tỷ",Florita,1 m²,Đã bàn giao,"2,19 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,3 tỷ",Saigon Riverside Complex Q7,73 m²,Đã bàn giao,"31,51 triệu/m²",2 phòng,,,,,,,
"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,43 tỷ",The Era Town (A1 Riverside),50 m²,Đã bàn giao,"28,6 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nội thất đầy đủ,,,
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","4,2 tỷ",Căn hộ Cityland Parkhill Gò Vấp,79 m²,Đã bàn giao,"53,16 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"3, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,907 tỷ",Chung cư Bộ Công An,70 m²,Đã bàn giao,"27,24 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","3,59 tỷ",The Pegasuite,95 m²,Chưa bàn giao,"37,79 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,,,,
"Đường Trung Mỹ Tây 2A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,55 tỷ",Nhà ở cán bộ quân khu 7,6 m²,Chưa bàn giao,"258,33 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Jamila Khang Điền,85 m²,Đã bàn giao,"25,88 triệu/m²",2 phòng,2 phòng,9,,,,,
"Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","1,9 tỷ",,53 m²,Đã bàn giao,"35,85 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,Nhà trống,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,68 tỷ",Green Town Bình Tân,52.7 m²,Đã bàn giao,"31,88 triệu/m²",2 phòng,1 phòng,,,,,,Căn góc
"Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","1,8 tỷ",,73 m²,Đã bàn giao,"24,66 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,45 tỷ",Celadon City,89 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,2 tỷ",Celadon City,63.6 m²,Đã bàn giao,"50,31 triệu/m²",2 phòng,1 phòng,,,,,,
"10, 1 Đường Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",,70 m²,Chưa bàn giao,"34,29 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Nhà trống,,,
"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","5,3 tỷ",Vinhomes Golden River BaSon,55 m²,Chưa bàn giao,"96,36 triệu/m²",1 phòng,1 phòng,39,,,,Tây Nam,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",Masteri Thảo Điền,69 m²,Đã bàn giao,"40,58 triệu/m²",2 phòng,2 phòng,17,,,,,
"Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","5,85 tỷ",,93 m²,Đã bàn giao,"62,9 triệu/m²",2 phòng,2 phòng,11,Đã có sổ,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,55 tỷ",Celadon City,72 m²,Đã bàn giao,"21,53 triệu/m²",2 phòng,2 phòng,,,,,,
"13e, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,35 tỷ",,51 m²,Chưa bàn giao,"26,47 triệu/m²",2 phòng,2 phòng,,,,,,
"70, 70 Đường Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","1,56 tỷ",Lữ Gia Plaza,82 m²,Đã bàn giao,"19,02 triệu/m²",2 phòng,2 phòng,,,,,,
"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","1,48 tỷ",Rivera Park Sài Gòn,88 m²,Đã bàn giao,"16,82 triệu/m²",2 phòng,,,,,,,
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","6,8 tỷ",,87 m²,Đã bàn giao,"78,16 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,25 tỷ",Celadon City,72 m²,Đã bàn giao,"45,14 triệu/m²",2 phòng,2 phòng,,,,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","1,42 tỷ",Osimi Tower,75 m²,Đã bàn giao,"18,93 triệu/m²",2 phòng,2 phòng,,,,,,
"83, Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,65 tỷ",Terra Royal,72 m²,Đã bàn giao,"22,92 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Sơn Kỳ, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","7,9 tỷ",,96 m²,Chưa bàn giao,"82,29 triệu/m²",2 phòng,,,,,,,
"205, Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh","1,51 tỷ",Cao ốc RES 11 (Residence Eleven),70 m²,Đã bàn giao,"21,57 triệu/m²",2 phòng,2 phòng,,,,,,
"Lô A1, Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,45 tỷ",Florita,78 m²,Đã bàn giao,"18,59 triệu/m²",2 phòng,2 phòng,,,,,,
"Trương Quốc Dung, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","1,63 tỷ",Newton Residence,79 m²,Đã bàn giao,"20,63 triệu/m²",2 phòng,,,,,,,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,59 tỷ",The Manor - TP.Hồ Chí Minh,70 m²,Đã bàn giao,"22,71 triệu/m²",2 phòng,2 phòng,,,,,,
"83, Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","2,13 tỷ",Terra Royal,1 m²,Đã bàn giao,"2,13 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"56, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","2,11 tỷ",Icon 56,70 m²,Đã bàn giao,"30,14 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,Stown Thủ Đức,63 m²,Chưa bàn giao,"31,75 triệu/m²",2 phòng,2 phòng,,,,Tây Nam,,
"Đường Nguyễn Đổng Chi, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,9 tỷ",,68 m²,Đã bàn giao,"42,65 triệu/m²",2 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,599 tỷ",Celadon City,70 m²,Đã bàn giao,"37,13 triệu/m²",2 phòng,2 phòng,,,,,,
"11, Phường 11, Quận 6, Tp Hồ Chí Minh","1,55 tỷ",Him Lam Chợ Lớn,1 m²,Đã bàn giao,"1,55 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,15 tỷ",Celadon City,63 m²,Đã bàn giao,50 triệu/m²,2 phòng,1 phòng,,,Nội thất đầy đủ,,,
"Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","1,37 tỷ",Chung cư Miếu Nổi,1 m²,Đã bàn giao,"1,37 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","2,54 tỷ",City Garden,1 m²,Đã bàn giao,"2,54 tỷ/m²",1 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","2,58 tỷ",Green River - Quận 8,1 m²,Đã bàn giao,"2,58 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","2,1 tỷ",PiCity High Park,58 m²,Chưa bàn giao,"36,21 triệu/m²",2 phòng,1 phòng,6,,,,Đông,
"90A, Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh","1,56 tỷ",Xi Grand Court,83 m²,Chưa bàn giao,"18,8 triệu/m²",2 phòng,2 phòng,25,,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","1,385 tỷ",Topaz Elite,72 m²,Đã bàn giao,"19,24 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","1,315 tỷ",Osimi Tower,74 m²,Đã bàn giao,"17,77 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"83, Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,62 tỷ",Terra Royal,69 m²,Đã bàn giao,"23,48 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","1,55 tỷ",The Everrich Infinity,80.5 m²,Đã bàn giao,"19,25 triệu/m²",2 phòng,2 phòng,16,Đã có sổ,,,,
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","1,47 tỷ",Căn hộ Cityland Parkhill Gò Vấp,76 m²,Đã bàn giao,"19,34 triệu/m²",2 phòng,2 phòng,11,Đã có sổ,,,,
"Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,49 tỷ",River Panorama (The Garden Bay),65 m²,Đã bàn giao,"22,92 triệu/m²",2 phòng,2 phòng,,,,,,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",Masteri Thảo Điền,69 m²,Đã bàn giao,"40,58 triệu/m²",2 phòng,2 phòng,18,,,,,
"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh",9 tỷ,,160 m²,Đã bàn giao,"56,25 triệu/m²",3 phòng,3 phòng,18,,,Tây,Bắc,
