DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Phường Phú Hữu, quận 9, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","1,1 tỷ",Ehome S,40 m²,Đã bàn giao,"27,5 triệu/m²",1 phòng,1 phòng,14,,,,,
"Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh","2,96 tỷ",Screc Tower,80 m²,Đã bàn giao,37 triệu/m²,2 phòng,2 phòng,,,,Tây Bắc,Đông Nam,
"KDC Bình Trưng Đông, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Chung cư Petroland Quận 2,61 m²,Đã bàn giao,"31,15 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nhà trống,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","5,068 tỷ",Celesta Rise,88 m²,Chưa bàn giao,"57,59 triệu/m²",2 phòng,2 phòng,,,,Tây Bắc,Đông Nam,
"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","4,1 tỷ",Rivera Park Sài Gòn,74 m²,Chưa bàn giao,"55,41 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,1 tỷ",Homyland 3 (Homyland Riverside),95 m²,Đã bàn giao,"43,16 triệu/m²",3 phòng,2 phòng,,,Nhà trống,,,Căn góc
"Số 1 Đường 63, Phường Bình Trưng Đông, Quận 2, Thành phố Hồ Chí Minh, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,87 tỷ",Thủ Thiêm Xanh,60 m²,Đã bàn giao,"31,17 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,Tây Bắc,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","3,1 tỷ",Mizuki Park,79 m²,Đã bàn giao,"39,24 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"Lô 11B KĐT Nam Thành Phố, Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","1,75 tỷ",Happy City - Khu đô thị Hạnh Phúc,67.3 m²,Đã bàn giao,26 triệu/m²,2 phòng,,,,Nội thất đầy đủ,Đông Nam,,
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","6,6 tỷ",Green River - Quận 8,147 m²,Chưa bàn giao,"44,9 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","2,7 tỷ",West Gate Park,60 m²,Chưa bàn giao,45 triệu/m²,2 phòng,2 phòng,4,Giấy tờ khác,Nội thất cao cấp,Bắc,Nam,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","4,968 tỷ",Celesta Heights,88 m²,Chưa bàn giao,"56,45 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Bàn giao thô,,,
"Ba Vân, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","2,7 tỷ",,32 m²,Đã bàn giao,"84,38 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Số 1177, Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,1 tỷ",D-Vela,35 m²,Chưa bàn giao,"31,43 triệu/m²",1 phòng,1 phòng,,,,,,
"Đường 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,9 tỷ",Citizen Trung Sơn,89 m²,Đã bàn giao,"32,58 triệu/m²",2 phòng,3 phòng,6,,,Đông,Đông,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","2,015 tỷ",Eco Green Sài Gòn,88 m²,Đã bàn giao,"22,9 triệu/m²",2 phòng,,,,,,,
"79-81, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,35 tỷ",Saigonres Plaza,72 m²,Đã bàn giao,"18,75 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","6,8 tỷ",Hà Đô Centrosa Garden,86 m²,Đã bàn giao,"79,07 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"595, Hẻm 595 Cách Mạng Tháng Tám, Phường 15, Quận 10, Tp Hồ Chí Minh","2,75 triệu",,50 m²,Chưa bàn giao,55.000 đ/m²,3 phòng,1 phòng,1,,,Tây Bắc,Đông Bắc,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,97 tỷ",Richmond City,67 m²,Đã bàn giao,"29,4 triệu/m²",2 phòng,,,,,,,
"961, Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh","1,53 tỷ",An Phú Apartment,83 m²,Đã bàn giao,"18,43 triệu/m²",2 phòng,,,,,,,
"Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh","1,73 tỷ",Khu Chung Cư Hà Đô Nguyễn Văn Công,84 m²,Đã bàn giao,"20,6 triệu/m²",2 phòng,,,,,,,
"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,79 tỷ",Safira Khang Điền (Sapphire Khang Điền),67 m²,Đã bàn giao,"26,72 triệu/m²",2 phòng,,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",800 triệu,MT Eastmark City,63 m²,Chưa bàn giao,"12,7 triệu/m²",1 phòng,1 phòng,,,,,,
"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","2,65 tỷ",West Gate Park,70 m²,Chưa bàn giao,"37,86 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,,Đông Nam,,
"Số 1, Tôn Thất Thuyết, Phường 18, Quận 4, Tp Hồ Chí Minh","5,4444 tỷ",Căn hộ DE LA SOL (Delasol),68 m²,Chưa bàn giao,"80,06 triệu/m²",2 phòng,1 phòng,,Giấy tờ khác,Nhà trống,,,
"Đồng Văn Cống, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,35 tỷ",Feliz En Vista,58 m²,Đã bàn giao,75 triệu/m²,1 phòng,,,,,,,
"513, Hẻm 514 Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",,70 m²,Đã bàn giao,40 triệu/m²,2 phòng,2 phòng,3,,,,Đông,
"Hẻm 45 Hồ Văn Tư, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",,73 m²,Chưa bàn giao,"30,14 triệu/m²",2 phòng,2 phòng,12,,,,Tây Nam,
"Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","1,95 tỷ",,52 m²,Chưa bàn giao,"37,5 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,2 tỷ",Vinhomes Grand Park,82 m²,Đã bàn giao,"39,02 triệu/m²",3 phòng,2 phòng,,,Nhà trống,,,
"Hoàng Hữu Nam, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,8 tỷ",The 9 Stellars,68 m²,Chưa bàn giao,"70,59 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,285 tỷ",Vinhomes Grand Park,60 m²,Đã bàn giao,"38,08 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Safira Khang Điền (Sapphire Khang Điền),67 m²,Đã bàn giao,"35,82 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","5,1 tỷ",Kingdom 101,78 m²,Chưa bàn giao,"65,38 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,175 tỷ",Vinhomes Grand Park,60 m²,Đã bàn giao,"36,25 triệu/m²",2 phòng,1 phòng,,,Nhà trống,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,293 tỷ",Vinhomes Grand Park,30 m²,Đã bàn giao,"43,1 triệu/m²",1 phòng,1 phòng,,,Nhà trống,,,
"Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,95 tỷ",Stown Thủ Đức,82 m²,Chưa bàn giao,"35,98 triệu/m²",3 phòng,2 phòng,,,,Tây,Nam,
"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","6,3 tỷ",Vinhomes Central Park,79 m²,Đã bàn giao,"79,75 triệu/m²",2 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,95 tỷ",Jamila Khang Điền,70 m²,Đã bàn giao,"42,14 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,95 tỷ",De Capella,97 m²,Đã bàn giao,"71,65 triệu/m²",3 phòng,2 phòng,,,Nội thất cao cấp,,,
"Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh","1,94 tỷ",The Western Capital,50 m²,Chưa bàn giao,"38,8 triệu/m²",2 phòng,,,,,,,
"341, Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh","2,7 tỷ",Chung cư Phúc Thịnh,68.2 m²,Chưa bàn giao,"39,59 triệu/m²",2 phòng,1 phòng,23,,,,Đông,
"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,5 tỷ",Safira Khang Điền (Sapphire Khang Điền),66 m²,Đã bàn giao,"37,88 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Số 299 Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",6 triệu,Tecco Green Nest,65 m²,Chưa bàn giao,92.308 đ/m²,2 phòng,2 phòng,,,Nhà trống,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,1 tỷ",Jamila Khang Điền,76 m²,Đã bàn giao,"40,79 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,4 tỷ",Sunrise CityView,99 m²,Đã bàn giao,"44,44 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","7,35 tỷ",Hà Đô Centrosa Garden,88 m²,Đã bàn giao,"83,52 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","1,35 tỷ",Hà Đô Centrosa Garden,87 m²,Đã bàn giao,"15,52 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Đường Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",,66.1 m²,Đã bàn giao,"39,33 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,59 tỷ",The Park Residence,55 m²,Đã bàn giao,"28,91 triệu/m²",1 phòng,1 phòng,15,,,,Tây Bắc,
"Đường Số 4, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,15 tỷ",,90 m²,Đã bàn giao,35 triệu/m²,2 phòng,2 phòng,,,,Tây Nam,Đông Bắc,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","6,7 tỷ",Sunrise City,162 m²,Đã bàn giao,"41,36 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"Hẻm 595 Cách Mạng Tháng 8, Phường 15, Quận 10, Tp Hồ Chí Minh","1,95 tỷ",,43 m²,Đã bàn giao,"45,35 triệu/m²",2 phòng,1 phòng,2,,,Đông Bắc,Tây Nam,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,33 tỷ",LuxGarden,68 m²,Đã bàn giao,"34,26 triệu/m²",2 phòng,2 phòng,11,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,32 tỷ",Vinhomes Grand Park,80 m²,Chưa bàn giao,"16,5 triệu/m²",2 phòng,,,,,,,
"265-197, Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,2 tỷ",Saigon Mia,78 m²,Đã bàn giao,"28,21 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","6,3 tỷ",,80 m²,Đã bàn giao,"78,75 triệu/m²",2 phòng,,,,,,,
"171, Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","3,9 tỷ",,83 m²,Đã bàn giao,"46,99 triệu/m²",2 phòng,2 phòng,13,,,,Nam,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4 tỷ,Sunrise CityView,76 m²,Đã bàn giao,"52,63 triệu/m²",2 phòng,2 phòng,24,,,,Tây Nam,
"Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,442 tỷ",Masteri Centre Point,72.2 m²,Chưa bàn giao,"61,52 triệu/m²",2 phòng,,,,,,,
"Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,569 tỷ",Masteri Centre Point,74.95 m²,Chưa bàn giao,"60,96 triệu/m²",2 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,298 tỷ",Lumiere Boulevard,73.91 m²,Chưa bàn giao,"58,15 triệu/m²",2 phòng,,,,,,,
"Lê Hồng Phong, Phường 2, Quận 5, Hồ Chí Minh, Phường 2, Quận 5, Tp Hồ Chí Minh","3,05 tỷ",Chung cư Phan văn Trị quận 5,69.7 m²,Chưa bàn giao,"43,76 triệu/m²",2 phòng,2 phòng,8,,,,,
"KDC Trung Sơn - Him Lam, Nguyễn Văn Cừ, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,5 tỷ",Chung cư Sinh Lợi  (Silland Tower),83 m²,Đã bàn giao,"30,12 triệu/m²",2 phòng,2 phòng,,,,,,
"523A, Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",The Art,63 m²,Đã bàn giao,"42,86 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Quốc Lộ 1, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,98 tỷ",,79 m²,Chưa bàn giao,"25,06 triệu/m²",2 phòng,2 phòng,7,,,Đông,,
"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,2 tỷ",Lumiere Boulevard,74.39 m²,Chưa bàn giao,"16,13 triệu/m²",2 phòng,2 phòng,3,,,,,
"Đường Bế Văn Cấm - Trần Xuân Soạn, Phường Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",M-One Nam Sài Gòn,63 m²,Đã bàn giao,"40,48 triệu/m²",2 phòng,1 phòng,18,,,,Tây Nam,
"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","3,2 tỷ",Sky Garden 3,74 m²,Chưa bàn giao,"43,24 triệu/m²",3 phòng,2 phòng,4,,,,Đông,
"Đồng Văn Cống, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,7 tỷ",Citi Home,65 m²,Đã bàn giao,"26,15 triệu/m²",2 phòng,2 phòng,,,,,,
"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,9 tỷ",Carillon 7,72 m²,Chưa bàn giao,"40,28 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Đường Vành Đai, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",750 triệu,,63 m²,Chưa bàn giao,"11,9 triệu/m²",1 phòng,1 phòng,,,,,,
"Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","1,5 tỷ",,74 m²,Chưa bàn giao,"20,27 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,978 tỷ",Saigon Riverside Complex Q7,67 m²,Chưa bàn giao,"29,52 triệu/m²",1 phòng,1 phòng,,,,,,
"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","6,2 tỷ",The Ascentia Phú Mỹ Hưng,85 m²,Đã bàn giao,"72,94 triệu/m²",2 phòng,2 phòng,5,,,,Tây Bắc,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",750 triệu,MT Eastmark City,63 m²,Chưa bàn giao,"11,9 triệu/m²",1 phòng,1 phòng,,,,,,
"Đường 3 Tháng 2, Phường 12, Quận 10, Tp Hồ Chí Minh","2,05 tỷ",,68 m²,Đã bàn giao,"30,15 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,368 tỷ",Saigon Riverside Complex Q7,67 m²,Chưa bàn giao,"35,34 triệu/m²",2 phòng,2 phòng,,,,,,
"13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,4 tỷ",Sài Gòn Intela,50 m²,Đã bàn giao,28 triệu/m²,2 phòng,2 phòng,,,,Đông Nam,Tây Bắc,
"Đường Số 4A, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",800 triệu,,23 m²,Chưa bàn giao,"34,78 triệu/m²",1 phòng,1 phòng,,,,Tây Nam,Tây Nam,
"Đinh Bộ Lĩnh, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh","2,7 tỷ",,47 m²,Đã bàn giao,"57,45 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","2,4 tỷ",Lovera Vista,82 m²,Đã bàn giao,"29,27 triệu/m²",3 phòng,2 phòng,,,,Tây Bắc,Đông Nam,
"Đường Đỗ Ngọc Thạnh, Phường 14, Quận 5, Tp Hồ Chí Minh","2,1 tỷ",,80 m²,Đã bàn giao,"26,25 triệu/m²",2 phòng,,3,Đã có sổ,Nội thất đầy đủ,,,
"21, Đường Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,3 tỷ",,70 m²,Đã bàn giao,"61,43 triệu/m²",2 phòng,2 phòng,14,,,,Đông Nam,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","1,6 tỷ",The Everrich Infinity,80 m²,Đã bàn giao,20 triệu/m²,2 phòng,2 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,47 tỷ",The Origami – Vinhomes Grand Park,31 m²,Đã bàn giao,"47,42 triệu/m²",1 phòng,1 phòng,10,,,,Tây,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,79 tỷ",Saigon Pearl,85 m²,Đã bàn giao,"21,06 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","2,75 tỷ",PiCity High Park,79 m²,Chưa bàn giao,"34,81 triệu/m²",3 phòng,2 phòng,,,,Bắc,Nam,
"Nguyễn Kim, Phường 7, Quận 10, Tp Hồ Chí Minh","2,9 tỷ",,60 m²,Đã bàn giao,"48,33 triệu/m²",2 phòng,2 phòng,11,Đã có sổ,,,,
"LP32.05, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","7,1 tỷ",,70.7 m²,Chưa bàn giao,"100,42 triệu/m²",2 phòng,2 phòng,32,,,,,
"241A, Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","5,2 tỷ",Đất Phương Nam,141 m²,Đã bàn giao,"36,88 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh","2,292 tỷ",D-Aqua,49 m²,Chưa bàn giao,"46,78 triệu/m²",1 phòng,1 phòng,12,,,,Đông Nam,
"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,39 tỷ",The Era Town (A1 Riverside),50 m²,Đã bàn giao,"27,8 triệu/m²",1 phòng,1 phòng,19,,,,Nam,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","9,888888888 tỷ",Saigon Pearl,141 m²,Đã bàn giao,"70,13 triệu/m²",3 phòng,2 phòng,10,,,,Đông Bắc,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,6 tỷ",Flora Novia,57 m²,Đã bàn giao,"28,07 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","2,85 tỷ",The Golden Star,70 m²,Chưa bàn giao,"40,71 triệu/m²",2 phòng,,,,,,,
