DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Lò Lu, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,6 tỷ",Elysian,83 m²,Chưa bàn giao,"55,42 triệu/m²",2 phòng,2 phòng,,,,Tây Nam,Đông Bắc,
"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,59 tỷ",The Eastern,115 m²,Chưa bàn giao,"22,52 triệu/m²",3 phòng,2 phòng,,,,Tây,Bắc,
"Lò Lu, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,976 tỷ",Elysian,35 m²,Chưa bàn giao,"56,46 triệu/m²",1 phòng,1 phòng,,,,Nam,Bắc,
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","1,35 tỷ",Green River - Quận 8,1 m²,Đã bàn giao,"1,35 tỷ/m²",2 phòng,2 phòng,15,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",810 triệu,MT Eastmark City,63 m²,Chưa bàn giao,"12,86 triệu/m²",1 phòng,,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,7 tỷ",Lexington Residence,73 m²,Đã bàn giao,"23,29 triệu/m²",2 phòng,2 phòng,12,,,,,
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,8 tỷ",Jamona City,57 m²,Đã bàn giao,"31,58 triệu/m²",2 phòng,1 phòng,,,,,,
"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","2,2 tỷ",West Gate Park,55 m²,Chưa bàn giao,40 triệu/m²,2 phòng,,5,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,5 tỷ",Sunrise City,100 m²,Đã bàn giao,45 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,81 tỷ",Vinhomes Central Park,76 m²,Đã bàn giao,"23,82 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"1A, Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","2,9 tỷ",,36 m²,Đã bàn giao,"80,56 triệu/m²",1 phòng,,4,Đã có sổ,,,Đông Nam,
"Đường Nguyễn Văn Thương, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","1,34 tỷ",,1 m²,Đã bàn giao,"1,34 tỷ/m²",2 phòng,1 phòng,,Đã có sổ,Nhà trống,,,
"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",6 tỷ,Vinhomes Central Park,80 m²,Đã bàn giao,75 triệu/m²,2 phòng,2 phòng,,,,,,
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Toky Tower,61 m²,Đã bàn giao,"31,97 triệu/m²",2 phòng,2 phòng,8,,,,Bắc,
"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","1,46 tỷ",Tản Đà Court,1 m²,Đã bàn giao,"1,46 tỷ/m²",2 phòng,1 phòng,,Đã có sổ,Nhà trống,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",Vinhomes Grand Park,47 m²,Đã bàn giao,"38,3 triệu/m²",1 phòng,,,,,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,95 tỷ",Green Town Bình Tân,68 m²,Đã bàn giao,"28,68 triệu/m²",2 phòng,2 phòng,,,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,985 tỷ",Topaz Elite,92 m²,Đã bàn giao,"32,45 triệu/m²",3 phòng,2 phòng,,,,,,
"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","3,55 tỷ",Sky 89 An Gia,72 m²,Đã bàn giao,"49,31 triệu/m²",2 phòng,2 phòng,13,,,Đông,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","4,55 tỷ",Mizuki Park,95 m²,Chưa bàn giao,"47,89 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,88 tỷ",Masteri Centre Point,54 m²,Chưa bàn giao,"71,85 triệu/m²",2 phòng,1 phòng,,,,,,
"Số 504, Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh","5,5 tỷ",Riva Park,105 m²,Chưa bàn giao,"52,38 triệu/m²",3 phòng,2 phòng,,,,,Tây,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","3,25 tỷ",Topaz Elite,85 m²,Chưa bàn giao,"38,24 triệu/m²",3 phòng,2 phòng,7,,,,,
"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","1,81 tỷ",Golden Mansion,65 m²,Đã bàn giao,"27,85 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Lý Thường Kiệt, Phường 6, Quận Tân Bình, Tp Hồ Chí Minh","1,15 tỷ",,36.8 m²,Đã bàn giao,"31,25 triệu/m²",1 phòng,,2,Đã có sổ,Nhà trống,,,
"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","2,25 tỷ",Khuông Việt,51 m²,Đã bàn giao,"44,12 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Nhà trống,,,
"Đường Số 7, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,399 tỷ",,66 m²,Đã bàn giao,"36,35 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,Tây Nam,
"Số 9A, đường Thạnh Xuân 13, phường Thạnh Xuân, Quận 12, TP.HCM, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","2,045 tỷ",PiCity High Park,57 m²,Đã bàn giao,"35,88 triệu/m²",2 phòng,1 phòng,,,,,,
"D6, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",Cao ốc Phố Đông - Hoa Sen,71 m²,Đã bàn giao,"26,06 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,8 tỷ",Eco Green Sài Gòn,67 m²,Đã bàn giao,"56,72 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,8 tỷ",,72 m²,Chưa bàn giao,"38,89 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,8 tỷ",Hưng Ngân Garden,67.8 m²,Đã bàn giao,"26,55 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",Moonlight Residences,61 m²,Đã bàn giao,"44,26 triệu/m²",2 phòng,1 phòng,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,78 tỷ",Vinhomes Grand Park,50 m²,Chưa bàn giao,"35,6 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Số 2, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,67 tỷ",,97.3 m²,Đã bàn giao,"27,44 triệu/m²",2 phòng,2 phòng,6,,,,Đông Nam,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","2,19 tỷ",Vinhomes Central Park,42 m²,Đã bàn giao,"52,14 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,1 tỷ",4S Riverside Linh Đông,75 m²,Đã bàn giao,"14,67 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,35 tỷ",The Manor - TP.Hồ Chí Minh,68 m²,Đã bàn giao,"19,85 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Moonlight Residences,75 m²,Đã bàn giao,28 triệu/m²,2 phòng,2 phòng,,,,,,
"Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,72 tỷ",An Gia Star,68 m²,Đã bàn giao,"25,29 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","8,6 tỷ",Eco Green Sài Gòn,170 m²,Đã bàn giao,"50,59 triệu/m²",3 phòng,3 phòng,,,,,,
"359, Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","1,48 tỷ",I-Home 1,49.8 m²,Đã bàn giao,"29,72 triệu/m²",1 phòng,1 phòng,,,,Đông Nam,Tây Bắc,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,55 tỷ",Topaz Elite,79 m²,Đã bàn giao,"32,28 triệu/m²",2 phòng,2 phòng,,,,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","3,65 tỷ",Central Premium,73 m²,Chưa bàn giao,50 triệu/m²,2 phòng,2 phòng,20,,,,Tây Nam,
"90A, Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",790 triệu,Xi Grand Court,56 m²,Đã bàn giao,"14,11 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","5,3 tỷ",The Sun Avenue,96 m²,Đã bàn giao,"55,21 triệu/m²",3 phòng,2 phòng,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",750 triệu,MT Eastmark City,63 m²,Chưa bàn giao,"11,9 triệu/m²",2 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,8 tỷ",Vinhomes Grand Park,69 m²,Chưa bàn giao,"55,07 triệu/m²",2 phòng,,,,,,,
"35, Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Ngọc Lan Apartment,93.6 m²,Đã bàn giao,"26,71 triệu/m²",2 phòng,2 phòng,5,Đã có sổ,,,,
"Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,72 tỷ",An Gia Star,65 m²,Đã bàn giao,"26,46 triệu/m²",2 phòng,2 phòng,,,,Bắc,Nam,
"Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","2,4 tỷ",Gia Phát Apartment,65 m²,Đã bàn giao,"36,92 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,Tây Bắc,
"Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh","1,75 tỷ",Saigon Asiana,67 m²,Đã bàn giao,"26,12 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,,,,
"Số 181, Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh","1,89 tỷ",Charmington La Pointe,70.9 m²,Đã bàn giao,"26,66 triệu/m²",2 phòng,2 phòng,10,Đã có sổ,,,,
