DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"18E, Cộng Hòa, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","2,05 tỷ",Republic Plaza,47 m²,Đã bàn giao,"43,62 triệu/m²",1 phòng,1 phòng,,,Nội thất đầy đủ,,,
"155, Nguyễn Chí Thanh, Phường 9, Quận 5, Tp Hồ Chí Minh","3,8 tỷ",Chung cư 155 Nguyễn Chí Thanh,84 m²,Đã bàn giao,"45,24 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Quốc Hương, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,965 tỷ",The Ascent Tower,90 m²,Đã bàn giao,"21,83 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,79 tỷ",Vinhomes Grand Park,66.5 m²,Đã bàn giao,"26,92 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"Số 383, Số 383 383 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,788 tỷ",La Astoria,82 m²,Đã bàn giao,"21,8 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","3,85 tỷ",Saigon South Residences,71 m²,Chưa bàn giao,"54,23 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,Nam,
"Số 99, Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","3,29 tỷ",Cosmo City,78 m²,Đã bàn giao,"42,18 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"Trần Đại Nghĩa, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh",650 triệu,CĂN HỘ RUBI HOMES,41 m²,Chưa bàn giao,"15,85 triệu/m²",1 phòng,,1,,,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","2,725 tỷ",Hà Đô Centrosa Garden,108 m²,Đã bàn giao,"25,23 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,928 tỷ",Belleza Apartment,124 m²,Đã bàn giao,"15,55 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","1,725 tỷ",Tản Đà Court,82 m²,Đã bàn giao,"21,04 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",12 tỷ,Vinhomes Central Park,100.6 m²,Đã bàn giao,"119,28 triệu/m²",3 phòng,2 phòng,,,,Đông Nam,Tây Nam,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","3,3 tỷ",Saigon South Residences,71.42 m²,Chưa bàn giao,"46,21 triệu/m²",2 phòng,,,,,,,
"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,3 tỷ",Terra Mia Phạm Hùng Bình Chánh,68 m²,Đã bàn giao,"33,82 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Thị Nhỏ, Phường 15, Quận 11, Tp Hồ Chí Minh","2,5 tỷ",Chung cư Phú Thọ,65 m²,Đã bàn giao,"38,46 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,85 tỷ",Lavida Plus,75.12 m²,Đã bàn giao,"37,94 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ,,,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","4,9 tỷ",Kingdom 101,72 m²,Chưa bàn giao,"68,06 triệu/m²",2 phòng,2 phòng,,,,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",Jamila Khang Điền,69 m²,Đã bàn giao,"40,58 triệu/m²",2 phòng,,,,,,,
"33, Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","2,6 tỷ",Chung cư Phúc Yên,90 m²,Đã bàn giao,"28,89 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"155, Nguyễn Chí Thanh, Phường 9, Quận 5, Tp Hồ Chí Minh","3,03 tỷ",Chung cư 155 Nguyễn Chí Thanh,65 m²,Đã bàn giao,"46,62 triệu/m²",2 phòng,1 phòng,,,,,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,8 tỷ",Mizuki Park,72 m²,Đã bàn giao,"38,89 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,75 tỷ",The Park Residence,61 m²,Đã bàn giao,"28,69 triệu/m²",2 phòng,1 phòng,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,5 tỷ",Celadon City,85 m²,Đã bàn giao,"52,94 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,,,
"Đường CC5, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","5,1 tỷ",,86 m²,Đã bàn giao,"59,3 triệu/m²",2 phòng,,,,,,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,23 tỷ",Mizuki Park,58 m²,Đã bàn giao,"38,45 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,Đông Nam,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","3,375 tỷ",Central Premium,60 m²,Đã bàn giao,"56,25 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nhà trống,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,34 tỷ",Topaz Elite,70 m²,Đã bàn giao,"33,43 triệu/m²",2 phòng,2 phòng,,,,,,
"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,5 tỷ",Safira Khang Điền (Sapphire Khang Điền),66 m²,Đã bàn giao,"37,88 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,6 tỷ",Celadon City,70 m²,Đã bàn giao,"37,14 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,849999999 tỷ",Lavida Plus,75 m²,Đã bàn giao,38 triệu/m²,2 phòng,2 phòng,,,Bàn giao thô,,,
"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","3,4 tỷ",,66 m²,Chưa bàn giao,"51,52 triệu/m²",2 phòng,2 phòng,7,,,Đông Nam,,
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","2,75 tỷ",The Golden Star,72 m²,Đã bàn giao,"38,19 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",400 triệu,The Infiniti Riviera Point,97 m²,Chưa bàn giao,"4,12 triệu/m²",2 phòng,2 phòng,,,,,,
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","2,843 tỷ",PiCity High Park,65.88 m²,Chưa bàn giao,"43,15 triệu/m²",2 phòng,2 phòng,,,,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,1 tỷ",Jamila Khang Điền,76 m²,Đã bàn giao,"40,79 triệu/m²",2 phòng,2 phòng,,,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,25 tỷ",Topaz Elite,79 m²,Đã bàn giao,"28,48 triệu/m²",2 phòng,2 phòng,,,,,,
"Đồng Văn Cống, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7 tỷ,Vista Verde,120 m²,Đã bàn giao,"58,33 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12 tỷ,Precia,190 m²,Đã bàn giao,"63,16 triệu/m²",4 phòng,4 phòng,22,,,Đông Nam,,
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","2,3 tỷ",The Golden Star,56 m²,Đã bàn giao,"41,07 triệu/m²",2 phòng,1 phòng,,,Nội thất đầy đủ,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",The Sun Avenue,51 m²,Đã bàn giao,"54,9 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"3, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5 tỷ,Chung cư Bộ Công An,94 m²,Chưa bàn giao,"53,19 triệu/m²",3 phòng,2 phòng,,,,Tây,Nam,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","3,3 tỷ",Central Premium,59 m²,Đã bàn giao,"55,93 triệu/m²",2 phòng,1 phòng,19,,,Đông Nam,,
"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,9 tỷ",Empire City Thủ Thiêm,64 m²,Đã bàn giao,"107,81 triệu/m²",1 phòng,1 phòng,,,,Tây Nam,Đông Bắc,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,4999 tỷ",The Sun Avenue,56 m²,Đã bàn giao,"62,5 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","4,95 tỷ",Eco Green Sài Gòn,95 m²,Đã bàn giao,"52,11 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","2,1 tỷ",,50 m²,Đã bàn giao,42 triệu/m²,1 phòng,1 phòng,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,1 tỷ",The Sun Avenue,76 m²,Đã bàn giao,"53,95 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",35 tỷ,,401 m²,Đã bàn giao,"87,28 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,Đã có sổ,,,Nam,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,25 tỷ",Eco Green Sài Gòn,59 m²,Đã bàn giao,"55,08 triệu/m²",2 phòng,1 phòng,,,,,,Căn góc
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,99 tỷ",The Sun Avenue,76 m²,Đã bàn giao,"52,5 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Số 584, Số 584 584 đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","4,3 tỷ",The View Riviera Point,100 m²,Đã bàn giao,43 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Đường Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh","2,05 tỷ",,36.6 m²,Đã bàn giao,"56,01 triệu/m²",1 phòng,1 phòng,3,Đã có sổ,,,,
"Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","4,7 tỷ",Docklands Sài Gòn,115 m²,Đã bàn giao,"40,87 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Đường Lê Sao, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",32 tỷ,,150 m²,Đã bàn giao,"213,33 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","4,7 tỷ",Eco Green Sài Gòn,77 m²,Đã bàn giao,"61,04 triệu/m²",3 phòng,2 phòng,,,,Bắc,Nam,
"Chung Cư Cửu Long, Hẻm 351 Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","2,55 tỷ",,80 m²,Đã bàn giao,"31,88 triệu/m²",2 phòng,2 phòng,,,,Tây,Đông,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,78 tỷ",Sunrise City,41 m²,Đã bàn giao,"43,41 triệu/m²",1 phòng,1 phòng,,,,,,
"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,9 tỷ",Lovera Vista,65 m²,Đã bàn giao,"29,23 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"130-132, Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","6,2 tỷ",Orchard Park View,83 m²,Đã bàn giao,"74,7 triệu/m²",3 phòng,1 phòng,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,6 tỷ",Celadon City,70 m²,Đã bàn giao,"37,14 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Lương Định Của, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,89 tỷ",Thủ Thiêm Lakeview,76 m²,Đã bàn giao,"24,87 triệu/m²",2 phòng,2 phòng,7,Đã có sổ,,,,
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","3,78 tỷ",Căn hộ Cityland Parkhill Gò Vấp,75 m²,Đã bàn giao,"50,4 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,Tây Bắc,
"155, Nguyễn Chí Thanh, Phường 9, Quận 5, Tp Hồ Chí Minh","3,05 tỷ",Chung cư 155 Nguyễn Chí Thanh,70 m²,Đã bàn giao,"43,57 triệu/m²",2 phòng,1 phòng,,,Nhà trống,,,
"An Lợi Đông, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","8,6 tỷ",Sarimi Sala,93 m²,Đã bàn giao,"92,47 triệu/m²",2 phòng,2 phòng,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,15 tỷ",The Sun Avenue,52 m²,Đã bàn giao,"41,35 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nhà trống,,,
"Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,6 tỷ",,101 m²,Đã bàn giao,"15,84 triệu/m²",3 phòng,2 phòng,,,,,,
"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","9,5 tỷ",Empire City Thủ Thiêm,93 m²,Đã bàn giao,"102,15 triệu/m²",2 phòng,2 phòng,,,,Đông Nam,,Căn góc
"Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,3 tỷ",Masteri Centre Point,76 m²,Chưa bàn giao,"56,58 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Nhà trống,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,37 tỷ",Eco Green Sài Gòn,66 m²,Đã bàn giao,"51,06 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,95 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"36,79 triệu/m²",1 phòng,1 phòng,,Giấy tờ khác,Nhà trống,,,
"Đường Số 14, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","2,7 tỷ",,77 m²,Đã bàn giao,"35,06 triệu/m²",2 phòng,2 phòng,3,,,,Tây,
"Hoàng Diệu, Phường 8, Quận 4, Tp Hồ Chí Minh","3,8 tỷ",Cao Ốc Căn Hộ H2-Hoàng Diệu,105 m²,Đã bàn giao,"36,19 triệu/m²",3 phòng,2 phòng,,,,,,
"Phú Thuận, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","4,75 tỷ",,106 m²,Chưa bàn giao,"44,81 triệu/m²",3 phòng,3 phòng,,,,Đông Nam,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,58 tỷ",Richmond City,70 m²,Đã bàn giao,"22,57 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,75 tỷ",Tara Residence,68 m²,Đã bàn giao,"25,74 triệu/m²",2 phòng,,,,,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","4,494 tỷ",Celesta Rise,85 m²,Chưa bàn giao,"52,87 triệu/m²",2 phòng,,,,,,,
"13, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",7 tỷ,Essensia Nam Sài Gòn,119 m²,Chưa bàn giao,"58,82 triệu/m²",3 phòng,,,,,,,
"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","16,5 tỷ",Empire City Thủ Thiêm,98 m²,Đã bàn giao,"168,37 triệu/m²",2 phòng,2 phòng,,,,,Đông Bắc,Căn góc
"205, Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh","3,9 tỷ",Cao ốc RES 11 (Residence Eleven),74 m²,Đã bàn giao,"52,7 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","2,7 tỷ",Melody Residences,70 m²,Đã bàn giao,"38,57 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,6 tỷ",Celadon City,70 m²,Đã bàn giao,"37,14 triệu/m²",2 phòng,,,,Nội thất cao cấp,,,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","2,31 tỷ",Saigon Pearl,138 m²,Đã bàn giao,"16,74 triệu/m²",3 phòng,2 phòng,18,Đã có sổ,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,5 tỷ",Sunrise City,106 m²,Đã bàn giao,"42,45 triệu/m²",2 phòng,,,Đã có sổ,Nội thất cao cấp,,,Căn góc
"138, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,6 tỷ",Topaz Home 2 quận 9,65 m²,Đã bàn giao,"24,62 triệu/m²",3 phòng,2 phòng,,,Bàn giao thô,,,Căn góc
"89 hoàng quốc việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","5,699 tỷ",,146 m²,Đã bàn giao,"39,03 triệu/m²",3 phòng,3 phòng,,,,Đông Nam,,
"Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","2,7 tỷ",,65 m²,Đã bàn giao,"41,54 triệu/m²",2 phòng,1 phòng,,,,Tây,Đông Bắc,
"18, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Chung cư Mỹ Kim,72 m²,Đã bàn giao,"33,33 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,,,,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",8 tỷ,Opal SaiGon Pearl,95 m²,Đã bàn giao,"84,21 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,,,
"Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","9,989 tỷ",,226 m²,Đã bàn giao,"44,2 triệu/m²",4 phòng,3 phòng,,Đang chờ sổ,,,,
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Saigon Gateway,65 m²,Đã bàn giao,"33,85 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nhà trống,,,
"Nguyễn Hoàng, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,32 tỷ",,62 m²,Đã bàn giao,"21,29 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
