DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Chung Cư Ngô Tất Tố 76C, Đường Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh","2,85 tỷ",,68.5 m²,Đã bàn giao,"41,61 triệu/m²",2 phòng,1 phòng,,,,Bắc,Nam,
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","4,1 tỷ",Căn hộ Cityland Parkhill Gò Vấp,76 m²,Đã bàn giao,"53,95 triệu/m²",2 phòng,2 phòng,11,,,,Tây,
"302, chung cư Hà Kiều, Đường Số 20, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","1,88 tỷ",,54.7 m²,Đã bàn giao,"34,37 triệu/m²",2 phòng,1 phòng,3,,,,,
"chung cư Thái An 3, Hẻm 5 Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",999 triệu,,40 m²,Chưa bàn giao,"24,98 triệu/m²",1 phòng,1 phòng,6,,,,,
"Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","2,8 tỷ",Chung cư Miếu Nổi,61.3 m²,Chưa bàn giao,"45,68 triệu/m²",2 phòng,1 phòng,1,,,Tây Nam,Đông Bắc,
"B23, KDC 13E, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,55 tỷ",,55 m²,Đã bàn giao,"28,18 triệu/m²",2 phòng,2 phòng,23,,,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",Vinhomes Grand Park,95 m²,Chưa bàn giao,"18,95 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,Đông Bắc,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","3,5 tỷ",Mizuki Park,87 m²,Đã bàn giao,"40,23 triệu/m²",3 phòng,2 phòng,7,,,,Đông,
"Đường Đặng Thái Thân, Phường 11, Quận 5, Tp Hồ Chí Minh","8,2 tỷ",,76.8 m²,Đã bàn giao,"106,77 triệu/m²",2 phòng,,,,,,,
"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","2,95 tỷ",Chung cư Phan Xích Long,53.1 m²,Đã bàn giao,"55,56 triệu/m²",2 phòng,2 phòng,2,,,,Tây Bắc,
"146, Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh","2,79 tỷ",Kingston Residence,1 m²,Đã bàn giao,"2,79 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Quốc Hương, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4 tỷ,The Ascent Tower,70 m²,Đã bàn giao,"57,14 triệu/m²",2 phòng,2 phòng,,,,Tây Nam,Đông Bắc,
"07.08, đường số 10, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","5,599999999 tỷ",,109 m²,Đã bàn giao,"51,38 triệu/m²",3 phòng,2 phòng,7,,,,Đông,
"Lô G, Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh","2,85 tỷ",,70 m²,Đã bàn giao,"40,71 triệu/m²",2 phòng,1 phòng,,,,Đông Nam,Đông Nam,
"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,44 tỷ",Moonlight Residences,67 m²,Đã bàn giao,"21,49 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Tống Duy Tân, Phường 14, Quận 5, Tp Hồ Chí Minh","1,8 tỷ",,79 m²,Chưa bàn giao,"22,78 triệu/m²",2 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"Tân Vĩnh, Phường 6, Quận 4, Tp Hồ Chí Minh","3,2 tỷ",,89 m²,Đã bàn giao,"35,96 triệu/m²",2 phòng,,2,,,Tây Bắc,Tây Bắc,
"Chung cư Hùng Vương, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","2,6 tỷ",,50 m²,Đã bàn giao,52 triệu/m²,2 phòng,,9,,,Đông,,
"Ngã Tư Bình Phước, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,89 tỷ",,58 m²,Đã bàn giao,"32,59 triệu/m²",2 phòng,2 phòng,6,,,,Tây,
"Lô 5, Lô 5 Khu dân cư Vĩnh Lộc, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2 tỷ,Green Town Bình Tân,63 m²,Đã bàn giao,"31,75 triệu/m²",2 phòng,3 phòng,3,,,,,
"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Lavita Garden,68 m²,Đã bàn giao,"35,29 triệu/m²",2 phòng,2 phòng,,,,,,
"132, Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","2,19 tỷ",Masteri Millennium,50 m²,Đã bàn giao,"43,8 triệu/m²",1 phòng,1 phòng,10,Đã có sổ,,,,
"Hẻm 793 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",799 triệu,,22.3 m²,Chưa bàn giao,"35,83 triệu/m²",1 phòng,1 phòng,,Giấy tờ khác,,,,
"Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,29 tỷ",Topaz Garden,63 m²,Đã bàn giao,"36,35 triệu/m²",2 phòng,2 phòng,7,,,,,
"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,3 triệu",La Astoria,63 m²,Chưa bàn giao,36.508 đ/m²,2 phòng,2 phòng,,,,,,
"nguyễn xiễn, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,75 tỷ",,47 m²,Đã bàn giao,"37,23 triệu/m²",1 phòng,1 phòng,,,,,,
"Hẻm 35 Đường TL08, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","2,69 tỷ",,63 m²,Đã bàn giao,"42,7 triệu/m²",2 phòng,1 phòng,,,,Nam,Bắc,
"Thới An, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,6 tỷ",Hà Đô Riverside,50 m²,Đã bàn giao,32 triệu/m²,2 phòng,1 phòng,12,,,,Đông Nam,
"Nguyễn Hữu Thọ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","4,2 tỷ",The Landmark 81 - Vinhomes Central Park,50 m²,Đã bàn giao,84 triệu/m²,1 phòng,1 phòng,27,,,,,
"198A, Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",810 triệu,,36 m²,Đã bàn giao,"22,5 triệu/m²",1 phòng,,15,,,Đông,Tây,
"239 – 241 – 278, 239 – 241 – 278  Phường Thạnh Mỹ Lợi, Quận 2, Thành phố Hồ Chí Minh, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,64 tỷ",Khu dân cư Thạnh Mỹ Lợi,65 m²,Đã bàn giao,"25,23 triệu/m²",2 phòng,2 phòng,,,,Đông Bắc,Tây,
"198A Mã Lò., Hẻm 88 Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",815 triệu,,37 m²,Đã bàn giao,"22,03 triệu/m²",1 phòng,1 phòng,15,,,,Tây Nam,
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,2 tỷ",The Origami – Vinhomes Grand Park,81.2 m²,Đã bàn giao,"39,41 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,,,,
"Đồng Văn Cống, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",The CBD Premium Home,80 m²,Đã bàn giao,35 triệu/m²,3 phòng,2 phòng,18,Đang chờ sổ,,,,
"Chung Cư Ngô Tất Tố 76C, Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh","2,85 tỷ",,68.5 m²,Đã bàn giao,"41,61 triệu/m²",2 phòng,1 phòng,,,,Bắc,Nam,
"Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh","1,7 tỷ",,71 m²,Đã bàn giao,"23,94 triệu/m²",3 phòng,2 phòng,20,,,,,
"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3 tỷ,Sky Garden 3,68 m²,Chưa bàn giao,"44,12 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",7 tỷ,Hà Đô Centrosa Garden,87 m²,Đã bàn giao,"80,46 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ,,,
"Chung Cư Miếu Nỗi 18 Tầng, Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","2,9 tỷ",,54 m²,Đã bàn giao,"53,7 triệu/m²",2 phòng,1 phòng,16,,,Bắc,Nam,
"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","9,5 tỷ",Sky Garden 3,220 m²,Đã bàn giao,"43,18 triệu/m²",2 phòng,2 phòng,17,,,Nam,Bắc,
"Đường Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","2,5 tỷ",,65 m²,Chưa bàn giao,"38,46 triệu/m²",2 phòng,2 phòng,8,,,,,
"72, Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",35 tỷ,Vincom Center TP HCM,158 m²,Đã bàn giao,"221,52 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,
"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","1,67 tỷ",Rivera Park Sài Gòn,78 m²,Đã bàn giao,"21,41 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"G23.03, Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,6 tỷ",,60 m²,Đã bàn giao,"26,67 triệu/m²",2 phòng,,20,Đã có sổ,,,,
"2G, Hẻm 263 Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh","2,2 triệu",,36 m²,Chưa bàn giao,61.111 đ/m²,2 phòng,2 phòng,,,,Đông,Đông,
"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,615 tỷ",Carillon 7,1 m²,Đã bàn giao,"1,615 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,4 tỷ",,61 m²,Chưa bàn giao,"55,74 triệu/m²",2 phòng,1 phòng,,,Nhà trống,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,16 tỷ",The Origami – Vinhomes Grand Park,1 m²,Chưa bàn giao,"2,16 tỷ/m²",2 phòng,,,,,,,
"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","3,8 tỷ",Tản Đà Court,84 m²,Đã bàn giao,"45,24 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 685, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","2,63 tỷ",Oriental Plaza (Âu Cơ Tower),1 m²,Chưa bàn giao,"2,63 tỷ/m²",3 phòng,,,,,,,
"Số 5, Nguyễn Tri Phương, Phường 8, Quận 5, Tp Hồ Chí Minh","3,8 tỷ",Căn hộ Lakai,86 m²,Đã bàn giao,"44,19 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"12, Quốc Hương, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,25 tỷ",Thảo Điền Pearl,95.6 m²,Đã bàn giao,"65,38 triệu/m²",2 phòng,2 phòng,17,,,,Đông,
"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,86 tỷ",Lovera Vista,52 m²,Chưa bàn giao,"35,77 triệu/m²",1 phòng,1 phòng,10,,,,Tây,
"291/2, 291/2 291/2 Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp.HCM., Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,8 tỷ",Carillon 5,64 m²,Đã bàn giao,"43,75 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,Tây Bắc,,
"65, Linh đông, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,4 tỷ",,108 m²,Đã bàn giao,"31,48 triệu/m²",3 phòng,2 phòng,10,,,,Nam,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,95 tỷ",Masteri Thảo Điền,70 m²,Đã bàn giao,"70,71 triệu/m²",2 phòng,2 phòng,19,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,95 tỷ",Căn hộ Bình Khánh (Chung cư Đức Khải Q2),94 m²,Đã bàn giao,"42,02 triệu/m²",3 phòng,2 phòng,15,,,,,
"15A2, Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,1 tỷ",Dragon Hill Residence And Suites 2 (Dragon hill 2),53 m²,Đã bàn giao,"39,62 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,6 tỷ",The Pegasuite,60 m²,Đã bàn giao,"43,33 triệu/m²",2 phòng,1 phòng,,,,,,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","4,9 tỷ",Kingdom 101,73 m²,Đã bàn giao,"67,12 triệu/m²",2 phòng,2 phòng,9,,,Tây Bắc,Đông Nam,
"Đường Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",800 triệu,,58 m²,Đã bàn giao,"13,79 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Đường Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","1,2 tỷ",,72 m²,Đã bàn giao,"16,67 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Chung cư lô B, tỉnh lộ 25B, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",,58 m²,Chưa bàn giao,"31,9 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"An Lạc, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","3,15 tỷ",Moonlight Park View,76 m²,Đã bàn giao,"41,45 triệu/m²",2 phòng,2 phòng,15,,,,,
"278, Đường Hòa Bình, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","3,45 tỷ",,65 m²,Đã bàn giao,"53,08 triệu/m²",2 phòng,,,,,Bắc,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,75 tỷ",Topaz Elite,79 m²,Chưa bàn giao,"34,81 triệu/m²",2 phòng,2 phòng,18,,,,Đông Nam,
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,1 tỷ",,80 m²,Chưa bàn giao,"26,25 triệu/m²",2 phòng,2 phòng,,,,,,
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",PiCity High Park,50 m²,Đã bàn giao,39 triệu/m²,1 phòng,1 phòng,14,,,Nam,,
"Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","4,3 tỷ",,95 m²,Đã bàn giao,"45,26 triệu/m²",3 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",30 triệu,,50 m²,Đã bàn giao,600.000 đ/m²,2 phòng,,,,,,,
"146, Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh","3,16 tỷ",Kingston Residence,1 m²,Đã bàn giao,"3,16 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Chung Cư Cửu Long, Hẻm 351 Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","2,6 tỷ",,80 m²,Đã bàn giao,"32,5 triệu/m²",2 phòng,2 phòng,8,,,,,
"Chung Cư Miếu Nỗi 18 Tầng 54, Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","2,9 tỷ",,54 m²,Đã bàn giao,"53,7 triệu/m²",2 phòng,1 phòng,16,,,Bắc,Nam,
"720A Điện Biên Phủ, Đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","4,9 tỷ",,82 m²,Chưa bàn giao,"59,76 triệu/m²",2 phòng,2 phòng,7,,,,Tây,
"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,4 tỷ",Terra Mia Phạm Hùng Bình Chánh,68 m²,Đã bàn giao,"35,29 triệu/m²",2 phòng,2 phòng,8,,,,Bắc,
"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,1 tỷ",Topaz City,73 m²,Đã bàn giao,"28,77 triệu/m²",2 phòng,2 phòng,,,Nhà trống,,,
"Đường Phạm Đức Sơn, Phường 16, Quận 8, Tp Hồ Chí Minh","1,88 tỷ",,62 m²,Đã bàn giao,"30,32 triệu/m²",2 phòng,1 phòng,13,,,Đông Bắc,Tây Nam,
"Đường D6, Phường Bình Chiểu, Quận Thủ Đức, TP. Hồ Chí Minh, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,05 tỷ",Fresca Riverside,60 m²,Chưa bàn giao,"34,17 triệu/m²",2 phòng,2 phòng,2,,,,Tây Nam,
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","2,6 tỷ",West Gate Park,54 m²,Đã bàn giao,"48,15 triệu/m²",2 phòng,2 phòng,9,,,,Tây Nam,
"2A, Đường Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,05 tỷ",,63 m²,Đã bàn giao,"32,54 triệu/m²",2 phòng,2 phòng,10,,,Đông Nam,,
"23, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",50 tỷ,,532.4 m²,Chưa bàn giao,"93,91 triệu/m²",6 phòng,6 phòng,32,,,,Nam,
"số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,9 tỷ",Tara Residence,49 m²,Chưa bàn giao,"38,78 triệu/m²",1 phòng,1 phòng,11,Đang chờ sổ,,,,
"Đường Nguyễn Văn Tăng, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3 tỷ,,60 m²,Đã bàn giao,50 triệu/m²,2 phòng,,,,,,,
"Mai Chí Thọ, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,65 tỷ",New City Thủ Thiêm,75 m²,Đã bàn giao,62 triệu/m²,2 phòng,2 phòng,9,,,,Đông Nam,
"Đường Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","4,3 tỷ",,95 m²,Đã bàn giao,"45,26 triệu/m²",3 phòng,,,,,,,
"Số 19, Cộng Hòa, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","3,5 tỷ",Cộng Hòa Plaza,70 m²,Đã bàn giao,50 triệu/m²,2 phòng,,,Đã có sổ,,,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",1 tỷ,Ehome S,40 m²,Chưa bàn giao,25 triệu/m²,1 phòng,,,,,,,
"Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","1,525 tỷ",Tecco Green Nest,65 m²,Đã bàn giao,"23,46 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","4,6 tỷ",Rivera Park Sài Gòn,78 m²,Đã bàn giao,"58,97 triệu/m²",2 phòng,2 phòng,20,,,Đông,Tây,
"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","2,83 tỷ",Diamond Riverside (City Gate Towers 2),74 m²,Đã bàn giao,"38,24 triệu/m²",2 phòng,2 phòng,8,,,,Tây,
"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,6 tỷ",Lumiere Boulevard,74 m²,Chưa bàn giao,"62,16 triệu/m²",2 phòng,,,Đang chờ sổ,,,,
"Chung Cư Cửu Long, Hẻm 351 Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","2,6 tỷ",,82 m²,Đã bàn giao,"31,71 triệu/m²",2 phòng,2 phòng,8,,,,,
"Chung cưu 155 Tô Hiến Thành, Hẻm 131 Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh","3,1 tỷ",,45.6 m²,Đã bàn giao,"67,98 triệu/m²",1 phòng,1 phòng,1,Đã có sổ,,,,
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,1 tỷ",Centana Thủ Thiêm,82.6 m²,Đã bàn giao,"49,64 triệu/m²",2 phòng,,13,Đã có sổ,,,,
"Chung Cư Thanh Niên, Hẻm 236 Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","4,6 tỷ",,111 m²,Đã bàn giao,"41,44 triệu/m²",3 phòng,3 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","3,5 tỷ",,106 m²,Đã bàn giao,"33,02 triệu/m²",3 phòng,,,,,,,
"11, Phường 11, Quận 6, Tp Hồ Chí Minh","3,2 tỷ",Him Lam Chợ Lớn,83 m²,Đã bàn giao,"38,55 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,Căn góc
"ĐT.743, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",850 triệu,,40 m²,Chưa bàn giao,"21,25 triệu/m²",1 phòng,1 phòng,10,,,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","2,95 tỷ",Vinhomes Central Park,51 m²,Đã bàn giao,"57,84 triệu/m²",1 phòng,1 phòng,,,,,,
